pro_com_t,mail
033001,urp@comune.agazzano.pc.it
033002,segreteria@comune.alseno.pc.it
033003,info@comune.besenzone.pc.it
033004,protocollo@comune.bettola.pc.it
033005,comune.bobbio@sintranet.it
033006,protocollo.borgonovo@sintranet.it
033007,claudio.lombardelli@comune.cadeo.pc.it
033008,protocollo@comunecalendascopc.it
033010,comune.caorso@sintranet.it
033012,comune.castellarquato@sintranet.it
033013,comune.castelsangiovanni@sintranet.it
033015,comune.cerignale@sintranet.it
033016,info@comunecoli.it
033017,ragioneria.cortebrugnatella@sintranet.it
033019,comunedifarini@virgilio.it
033022,protocollo@comune.gazzola.pc.it
033024,segreteria@comune.gragnanotrebbiense.pc.it
033025,comune@comune.gropparello.pc.it
033028,comune.morfasso@sintranet.it
033030,comune.ottone@sintranet.it
033033,segreteria@comunepianellovaltidone.it
033034,comune.piozzano@sintranet.it
033035,segreteria@comune.podenzano.pc.it
033036,comune@comune-pontedellolio.it
033037,affari-generali.pontenure@sintranet.it
033038,protocollo@comune.rivergaro.pc.it
033039,segreteria@comune.rottofreno.pc.it
033040,comune@comune.sangiorgiopiacentino.pc.it
033041,anagrafe@comune.sanpietroincerro.pc.it
033042,segreteria@comune.sarmato.pc.it
033043,comune.travo@sintranet.it
033044,comune.vernasca@sintranet.it
033045,comune.vigolzone@comune.vigolzone.pc.it
033047,comune.zerba@sintranet.it
034001,info@comune.albareto.pr.it
034002,foini@comune.bardi.pr.it
034003,protocollo@comune.bedonia.pr.it
034005,bore@comune.bore.pr.it
034010,protocollo@comune.colorno.pr.it
034011,sindaco@comune.compiano.pr.it
034012,ragioneria@comune.corniglio.pr.it
034015,info@comune.fontanellato.pr.it
034018,info@comune.langhirano.pr.it
034022,info@comune.monchio-delle-corti.pr.it
034024,info@comune.neviano-degli-arduini.pr.it
034026,e.bertoni@comune.palanzano.pr.it
034028,segreteria@comune.pellegrino-parmense.pr.it
034030,segreteria@comune.roccabianca.pr.it
034032,protocollo@comune.salsomaggiore-terme.pr.it
034033,segreteria@comune.san-secondo-parmense.pr.it
034036,info@comune.soragna.pr.it
034038,p.saia@comune.terenzo.pr.it
034039,tizzano@comune.tizzano-val-parma.pr.it
034040,a.dighero@comune.tornolo.pr.it
034044,l.galli@comune.valmozzola.pr.it
034045,segreteria@comune.varano-demelegari.pr.it
034046,segreteria@comune.varsi.pr.it
035002,info@comune.bagnolo.re.it
035003,ragioneria@comune.baiso.re.it
035009,comune@comune.campagnola-emilia.re.it
035010,sede@comune.campegine.re.it
035011,comune@comune.carpineti.re.it
035012,urp@comune.casalgrande.re.it
035013,ragioneria@comune.casina.re.it
035014,info@comune.castellarano.re.it
035016,m.marziliano@comune.castelnovo-nemonti.re.it
035017,d.gilli@comune.cavriago.re.it
035018,demografici@comune.canossa.re.it
035022,municipio@comune.gattatico.re.it
035023,info@comune.gualtieri.re.it
035024,urp@comune.guastalla.re.it
035027,ufficiosegreteria@comune.montecchio-emilia.re.it
035029,l.tinelli@comune.poviglio.re.it
035030,sistemi.informatici@comune.quattro-castella.re.it
035032,e.fantini@comune.reggiolo.re.it
035034,vicesegretario@comune.riosaliceto.re.it
035036,segreteria@comune.rubiera.re.it
035038,urp@comune.sanpolodenza.re.it
035039,civico@comune.santilariodenza.re.it
035041,protocollo@comune.toano.re.it
035043,p.incerti@comune.vezzano-sul-crostolo.re.it
035045,info@comune.villa-minozzo.re.it
036001,francesca.silvestri@comune.bastiglia.mo.it
036002,sindaco@comune.bomporto.mo.it
036004,info@comune.camposanto.mo.it
036007,urp@comune.castelnuovo-rangone.mo.it
036008,urp@comune.castelvetro-di-modena.mo.it
036009,urp@comune.cavezzo.mo.it
036010,info@comune.concordia.mo.it
036011,info@comune.fanano.mo.it
036013,info@comune.fiorano-modenese.mo.it
036017,guiglia@comune.guiglia.mo.it
036018,info@comune.lamamocogno.mo.it
036019,commar@comune.maranello.mo.it
036020,segreteria.generale@comune.marano.mo.it
036021,ufficio.segreteria@comune.medolla.mo.it
036025,mariagrazia.corciolani@comune.montefiorino.mo.it
036026,lelli.a@comune.montese.mo.it
036027,sindaco@comune.nonantola.mo.it
036029,segreteria@comune.palagano.mo.it
036030,comune.pavullo@comune.pavullo-nel-frignano.mo.it
036033,segreteria@comune.prignano.mo.it
036034,sindaco@comune.ravarino.mo.it
036035,segreteria@comune.riolunato.mo.it
036038,comune@comune.sanpossidonio.mo.it
036041,info@comune.savignano-sul-panaro.mo.it
036042,segreteria.sindaco@comune.serramazzoni.mo.it
036043,sindaco@comune.sestola.mo.it
036045,info@comune.spilamberto.mo.it
037007,urp@comune.borgotossignano.bo.it
037008,segreteria@comune.budrio.bo.it
037009,segreteria.sindaco@comune.calderaradireno.bo.it
037010,segreteria@comune.camugnano.bo.it
037012,urp@comune.casalfiumanese.bo.it
037013,info@comune.casteldaiano.bo.it
037014,urp@comune.casteldelrio.bo.it
037015,federica.bettucchi@comune.casteldicasio.bo.it
037016,urp@comune.castelguelfo.bo.it
037020,protocollo@cspietro.it
037021,sgsind@comune.castenaso.bo.it
037025,info@comune.dozza.bo.it
037026,urp@fontanelice.provincia.bologna.it
037027,segreteria@comune.gaggio-montano.bo.it
037031,ragioneria@comune.grizzanamorandi.bo.it
037032,segreteria@comune.imola.bo.it
037033,info@comune.lizzano.bo.it
037034,urp@comune.loiano.bologna.it
037042,protocollo@comune.montesanpietro.bo.it
037044,urp@comune.monzuno.bo.it
037045,urp@comune.mordano.bo.it
037046,urp@comune.ozzano.bo.it
037047,segreteria@comune.pianoro.bo.it
037051,sindaco@comune.sanbenedettovaldisambro.bo.it
037056,info@comune.santagatabolognese.bo.it
037061,info@comune.valsamoggia.bo.it
038003,sindaco@comune.bondeno.fe.it
038010,ragioneria@comune.jolandadisavoia.fe.it
038012,protocollo@comune.masitorello.fe.it
038018,protocollo@comune.poggiorenatico.fe.it
038022,protocollo@comune.vigarano.fe.it
038023,p.bacilieri@comune.voghiera.fe.it
038027,protocollo@comune.fiscaglia.fe.it
038028,segreteriagenerale@comune.terredelreno.fe.it
039001,rastellis@comune.alfonsine.ra.it
039002,urp@comune.bagnacavallo.ra.it
039003,tecnico@comune.bagnaradiromagna.ra.it
039004,segreteria@comune.brisighella.ra.it
039005,comune@comune.casolavalsenio.ra.it
039008,segreteria@comune.conselice.ra.it
039009,mail@comune.cotignola.ra.it
039011,comunefusignano@provincia.ra.it
039013,segreteria@comune.massalombarda.ra.it
039015,urp@comune.rioloterme.ra.it
040001,protocollo@comune.bagnodiromagna.fc.it
040003,protocollo@comune.bertinoro.fc.it
040004,protocollo@comune.borghi.fc.it
040009,protocollo@comune.civitella-di-romagna.fc.it
040011,laura.ragazzini@comune.dovadola.fc.it
040012,urp@comune.forli.fc.it
040013,protocollo@comune.forlimpopoli.fc.it
040014,protocollo@comune.galeata.fc.it
040015,ragioneria@comune.gambettola.fc.it
040016,protocollazione@comune.gatteo.fo.it
040018,segreteria@comune.longiano.fc.it
040019,sindaco@comune.meldola.fc.it
040022,protocollo@comune.modigliana.fc.it
040028,protocollo@comune.montiano.fc.it
040031,info@comune.portico-e-san-benedetto.fc.it
040032,urp@comune.predappio.fc.it
040033,buscherini.f@comune.premilcuore.fc.it
040037,urp@comune.roncofreddo.fc.it
040041,ragioneria@comune.sanmauropascoli.fc.it
040043,nanni.maura@comune.santa-sofia.fc.it
040046,protocollo@comune.sogliano.fc.it
040050,segreteria@comune.verghereto.fc.it
041001,comune.acqualagna@provincia.ps.it
041002,comune.apecchio@provincia.ps.it
041005,comune.belforte@provincia.ps.it
041006,comune.borgo-pace@provincia.ps.it
041007,municipio@comune.cagli.ps.it
041008,comune.cantiano@provincia.ps.it
041009,sindaco@comune.carpegna.pu.it
041010,comune.cartoceto@provincia.ps.it
041013,sindaco@comune.fano.pu.it
041014,comune@comune.fermignano.pu.it
041015,comune.fossombrone@provincia.ps.it
041016,comune.fratte-rosa@provincia.ps.it
041017,comune.frontino@provincia.ps.it
041019,protocollo@comune.gabicce-mare.pu.it
041020,protocollo@comune.gradara.pu.it
041022,comune.lunano@provincia.ps.it
041023,comune.macerataf@provincia.ps.it
041026,comune.mercatino@provincia.ps.it
041028,comune.mondavio@provincia.ps.it
041029,responsabile.affarigenerali@comune.mondolfo.pu.it
041030,segreteria@comune.montecalvo.pu.it
041034,comune.montefelcino@provincia.ps.it
041038,protocollo@comune.monte-porzio.pu.it
041043,protocollo@comune.pergola.pu.it
041044,comune.monteciccardo@provincia.ps.it
041044,urp@comune.pesaro.pu.it
041045,comune.petriano@comune.provincia.ps.it
041047,comune.piandimeleto@provincia.ps.it
041048,comune.pietrarubbia@provincia.ps.it
041049,comune.piobbico@provincia.ps.it
041054,comune.san-lorenzo@provincia.ps.it
041058,anagrafe@comune.santippolito.pu.it
041060,comune.sassofeltrio@provincia.ps.it
041064,protocollo@comune.tavoleto.pu.it
041065,comune.tavullia@provincia.ps.it
041066,comune.urbania@provincia.ps.it
041067,info@comune.urbino.ps.it
041070,comune.terreroveresche@provincia.ps.it
042001,comune.agugliano@provincia.ancona.it
042003,ufficio.protocollo@arceviaweb.it
042004,protocollo@comune.barbara.an.it
042005,comune.belvedereostrense@regione.marche.it
042006,info@comune.camerano.an.it
042007,comune@comune.cameratapicena.an.it
042008,comune@castelbellino.pannet.it
042010,protocollo@comune.castelfidardo.an.it
042012,comune@comune.castelplanio.an.it
042014,info@comune.chiaravalle.an.it
042015,comune.corinaldo@provincia.an.it
042016,comune@comune.cupramontana.an.it
042017,info@comune.fabriano.an.it
042018,sindaco@comune.falconara-marittima.an.it
042019,info@comune.filottrano.an.it
042020,sindaco@comune.genga.an.it
042022,comuneloreto@comuneloreto.eu
042023,comune@maiolati.spontini.it
042025,comune@comune.monsano.an.it
042026,info@comune.montecarotto.an.it
042027,protocollo@comune.montemarciano.ancona.it
042029,comune@monteroberto.pannet.it
042030,info@comune.montesanvito.an.it
042031,comune@comune.morrodalba.an.it
042033,comune.offagna@provincia.ancona.it
042034,info@comune.osimo.an.it
042035,comune@comune.ostra.an.it
042036,protocollo@comune.ostravetere.an.it
042037,anagrafe.poggiosanmarcello@gmail.com
042038,protocollo@unionecastelli.it
042040,comune@comune.rosora.an.it
042042,comune@comunesanpaolodijesi.it
042043,comune@comune.santamarianuova.an.it
042044,info@comune.sassoferrato.an.it
042045,relazioni.pubbliche@comune.senigallia.an.it
042046,info@comune.serradeconti.an.it
042047,protocollo@serrasanquirico.pannet.it
042048,protocollo@comune.sirolo.an.it
042050,comune@comune.trecastelli.an.it
043002,info@comune.apiro.mc.it
043004,info@comune.belfortedelchienti.mc.it
043005,info@comune.bolognola.mc.it
043007,info@comune.camerino.mc.it
043008,info@comune.camporotondodifiastrone.mc.it
043009,info@comune.castelraimondo.mc.it
043010,protocollo@comune.castelsantangelosulnera.mc.it
043011,info@comune.cessapalombo.mc.it
043014,info@comune.colmurano.mc.it
043015,protocollo@comune.corridonia.mc.it
043016,info@comune.esanatoglia.mc.it
043017,info@comune.fiastra.mc.it
043019,info@comune.fiuminata.mc.it
043020,comune@comune.gagliole.mc.it
043021,info@comune.gualdo.mc.it
043022,info@comune.loropiceno.mc.it
043023,municipio@comune.macerata.it
043024,comune@comune.matelica.mc.it
043025,segreteria@comune.mogliano.mc.it
043026,segreteria@comune.montecassiano.mc.it
043027,info@comune.montecavallo.mc.it
043029,info@comune.montefano.mc.it
043030,protocollo@comune.montelupone.mc.it
043031,segreteria@comune.montesangiusto.mc.it
043033,comune@morrovalle.org
043034,info@comune.muccia.mc.it
043035,info@comune.pennasangiovanni.mc.it
043036,anagrafe@comune.petriolo.mc.it
043038,comune@pievetorina.sinp.net
043039,info@comune.pioraco.mc.it
043040,info@comune.poggiosanvicino.mc.it
043041,info@comune.pollenza.mc.it
043042,segreteria@comune.porto-recanati.mc.it
043045,anagrafe@comune.ripesanginesio.mc.it
043046,info@comune.sanginesio.mc.it
043047,protocollo@comune.sanseverinomarche.mc.it
043048,info@comune.santangeloinpontano.mc.it
043049,info@comune.sarnano.mc.it
043050,protocollo@comune.sefro.mc.it
043051,protocollo@comune.serrapetrona.mc.it
043052,info@comune.serravalledichienti.mc.it
043053,info@comune.tolentino.mc.it
043054,info@comune.treia.mc.it
043055,info@comune.urbisaglia.mc.it
043056,info@comune.ussita.mc.it
044002,info@comuneacquavivapicena.it
044007,protocollo@comune.ap.it
044010,protocollo@comune.carassai.ap.it
044012,com.castignano@provincia.ap.it
044013,info@comune.castorano.ap.it
044014,comune@comune.collideltronto.ap.it
044016,sindaco@comune.cossignano.ap.it
044017,segreteria@comune.cupra-marittima.ap.it
044020,info@comune.folignano.ap.it
044021,segreteria@comune.force.ap.it
044023,protocollo@comune.grottammare.ap.it
044027,paola.demidio@comune.maltignano.ap.it
044031,protocollo@comune.monsampolodeltronto.ap.it
044032,comune@comune.montaltodellemarche.ap.it
044034,comune.montedinove@gmail.com
044036,segreteria@comune.montefioredellaso.ap.it
044038,infoposta@comune.montegallo.ap.it
044044,protocollo@comunemontemonaco.it
044045,info@comune.monteprandone.ap.it
044054,info@comune.offida.ap.it
044056,ufficio.anagrafe@comune.palmiano.ap.it
044063,comune@comune.ripatransone.ap.it
044064,ragioneria@comune.roccafluvione.ap.it
044065,com.rotella@tiscali.it
044066,comunesbt@comunesbt.it
044073,segreteria@comune.venarotta.ap.it
045004,comune.casola@lunigiana.ms.it
045005,posta@comune.comano.ms.it
045006,sindaco@comune.filattiera.ms.it
045007,gianluigi.giannetti@comune.fivizzano.ms.it
045009,pawel.ofman@comune.licciananardi.ms.it
045012,info@comune.mulazzo.ms.it
045015,servizidemografici@comune.tresana.ms.it
045016,sindaco@comunevillafrancainlunigiana.it
045017,zeri@comune.zeri.ms.it
046001,protocollo@comune.altopascio.lu.it
046004,posta@comune.borgoamozzano.lucca.it
046005,protocollo@comune.camaiore.lu.it
046006,segreteria@comune.camporgiano.lu.it
046007,ced@comune.capannori.lu.it
046008,segreteria@comune.careggine.lu.it
046010,protocollo@comune.castiglionedigarfagnana.lu.it
046011,info@comune.coreglia.lu.it
046013,protocollo@comunefdm.it
046014,info@comune.fosciandora.lu.it
046015,info@comune.gallicano.lu.it
046018,info@comune.massarosa.lu.it
046019,anagrafe@comunediminucciano.it
046021,segreteria@comune.montecarlo.lu.it
046031,sindaco@comune.vagli-sotto.lu.it
046034,info@comune.villabasilica.lu.gov.it
046035,sindaco@comune.villacollemandina.lu.it
046036,info@comune.fabbrichedivergemoli.lu.it
046037,protocollo@comune.sillanogiuncugnano.lu.it
047003,info@comune.buggiano.pt.it
047005,segreteria@comune.lamporecchio.pt.it
047006,info@comune.larciano.pt.it
047007,sindaco@comune.marliana.pt.it
047010,comune@comune.montale.pt.it
047011,pamela.papini@comune.montecatini-terme.pt.it
047012,info@comune.pescia.pt.it
047014,info@comune.pistoia.it
047018,franca.cecchini@comune.sambuca.pt.it
047021,sindaco@comune.uzzano.pt.it
047023,comune@comune.abetonecutigliano.pt.it
048004,ced@comune.borgo-san-lorenzo.fi.it
048005,sportellodelcittadino@comune.calenzano.fi.it
048008,segreteria@comune.capraia-e-limite.fi.it
048013,responsabile.segreteria@comune.dicomano.fi.it
048014,ragioneria@comune.empoli.fi.it
048017,segreteria.urp@comune.fi.it
048018,info@comune.firenzuola.fi.it
048019,segreteria@comune.fucecchio.fi.it
048020,info@comune.gambassi-terme.fi.it
048021,urp@comune.greve-in-chianti.fi.it
048024,urp@comune.lastra-a-signa.fi.it
048025,finanziari@comune.londa.fi.it
048026,protocollo@comune.marradi.fi.it
048027,protocollo@comune.montaione.fi.it
048028,urp@comune.montelupo-fiorentino.fi.it
048032,info@comune.pelago.fi.it
048033,info@comune.pontassieve.fi.it
048035,info@comune.reggello.fi.it
048036,info@comunerignano.it
048038,info@comune.san-casciano-val-di-pesa.fi.it
048044,v.fantozzi@comune.signa.fi.it
048050,protocollo@comune.vinci.fi.it
048053,urp@comune.scarperiaesanpiero.fi.it
048054,urp@comune.tavarnelle-val-di-pesa.fi.it
049004,comune@comune.capoliveri.li.it
049007,protocollo@comune.cecina.li.it
049008,aoo@comune.collesalvetti.li.it
049010,info@comune.marciana.li.it
049013,portoazzurro.segreteria@elbalink.it
049014,protocollo@comune.portoferraio.li.it
049017,diritti-rosi@comune.rosignano.livorno.it
049019,sindaco@comune.sassetta.li.it
049020,suvereto@comune.suvereto.li.it
049021,protocollo@comune.rio.li.it
050001,protocollo@comune.bientina.pi.it
050002,m.spigai@comune.buti.pi.it
050008,urp@comune.cascina.pi.it
050009,protocollo@comune.castelfranco.pi.it
050011,sindaco@comune.castelnuovo.pi.it
050015,servizidemografici@comune.guardistallo.pi.it
050019,info@comune.montecatini.pi.it
050021,comune.monteverdi@comune.monteverdi.pi.it
050022,info@comune.montopoli.pi.it
050023,protocollo@comune.orcianopisano.pi.it
050024,protocollo@comune.palaia.pi.it
050025,protocollo@comune.peccioli.pi.it
050026,info@comune.pisa.it
050029,protocollo@comune.pontedera.pi.it
050031,protocollo@comune.sangiulianoterme.pisa.it
050032,urp@comune.san-miniato.pi.it
050034,info@comune.santaluce.pi.it
050035,s.banti@comune.santamariaamonte.pi.it
050036,r.funari@comune.terricciola.pi.it
050037,info@comune.vecchiano.pisa.it
050038,info@comune.vicopisano.pi.it
050041,protocollo@comune.crespinalorenzana.pi.it
051001,c.leonardi@comune.anghiari.ar.it
051002,protocollo@comune.arezzo.it
051005,info@comune.bucine.ar.it
051006,serviziofinanziario@comune.capolona.ar.it
051007,segreteria@capresemichelangelo.net
051010,castelsanniccol@casentino.toscana.it
051012,info@comune.castiglionfiorentino.ar.it
051014,chitignano@casentino.toscana.it
051015,chiusidellaverna@casentino.toscana.it
051016,comune@civichiana.it
051018,ccassioli@comune.foiano.ar.it
051020,ragioneria@comune.loro-ciuffenna.ar.it
051021,protocollo@comune.lucignano.ar.it
051022,marciano.tecnico@comune.marcianodellachiana.ar.it
051023,montemignaio@casentino.toscana.it
051024,ragioneria@comune.monterchi.ar.it
051025,comune@citymonte.it
051027,ortignanoraggiolo@casentino.toscana.it
051031,poppi@casentino.toscana.it
051033,protocollo@comunesgv.it
051035,info@comunedisestino.it
051037,segreteria@comune.subbiano.ar.it
051038,talla@casentino.toscana.it
051039,protocollo@comune.terranuova-bracciolini.ar.it
051041,ced.stia@casentino.toscana.it
052001,comune@comune.abbadia.siena.it
052003,ragioneria@comune.buonconvento.si.it
052004,comune@casole.it
052005,amministrazione@comune.castellina.si.it
052006,protocollo@comune.castelnuovo.si.it
052009,protocollo@comune.chianciano-terme.si.it
052011,ragioniere@comune.chiusi.si.it
052013,ragioneria@comune.gaiole.si.it
052017,info@comune.monteronidarbia.si.it
052019,l.pedes@comune.murlo.siena.it
052021,protocollo@comune.pienza.si.it
052024,ragioneria@comune.radicofani.si.it
052025,info@comune.radicondoli.siena.it
052026,m.anselmi@comune.rapolanoterme.si.it
052028,urp@comune.sangimignano.si.it
052030,protocollo@comune.sanquiricodorcia.si.it
052033,protocollo@comune.sinalunga.si.it
052035,info@comune.torrita.siena.it
052037,volpi@comunemontalcino.com
053001,protocollo@comune.arcidosso.gr.it
053004,urp@comune.casteldelpiano.gr.it
053005,protocollo@comune.castellazzara.gr.it
053006,info@comune.castiglionedellapescaia.gr.it
053008,protocollo@comune.civitellapaganico.gr.it
053009,protocollo@comune.follonica.gr.it
053013,info@comune.maglianointoscana.gr.it
053014,manciano@comune.manciano.gr.it
053015,d.longo@comune.massamarittima.gr.it
053018,sindaco@comune.orbetello.gr.it
053019,info@comune.pitigliano.gr.it
053021,info@comune.roccastrada.gr.it
053022,protocollo@comune.santafiora.gr.it
053023,protocollo@comune.scansano.gr.it
053024,info@comune.scarlino.gr.it
053026,info@comune.sorano.gr.it
054001,protocollo@comune.assisi.pg.it
054002,info@comune.bastia.pg.it
054003,sett.urbanistica@comune.bettona.pg.it
054005,info@comune.campello.pg.it
054006,segreteria@comune.cannara.pg.it
054008,segreteria@comune.castel-ritaldi.pg.it
054010,info@comune.cerretodispoleto.pg.it
054011,comune@citerna.net
054013,protocollo@comune.cittadicastello.pg.it
054016,info@comunecostacciaro.it
054017,protocollo@comune.deruta.pg.it
054019,f.delventura@comune.fossatodivico.pg.it
054020,mariaritapezzanera@comune.frattatodina.pg.it
054022,protocollo@comune.gualdocattaneo.pg.it
054024,protocollo@comune.gubbio.pg.it
054025,ragioneria@lisciano.org
054026,ced@comune.magione.pg.it
054030,segreteria@comune.montefalco.pg.it
054032,tecnico@montesantamariatiberina.org
054033,ragioneria@montone.org
054034,rag@comune.noceraumbra.pg.it
054036,info@comune.paciano.pg.it
054038,municipio@comune.passignano-sul-trasimeno.pg.it
054041,comune@pietralunga.it
054042,info@comune.poggiodomo.pg.it
054043,info@comune.preci.pg.it
054044,alessandra.massi@comune.sangiustino.pg.it
054045,info@comune.santanatoliadinarco.pg.it
054048,info@comune.sellano.pg.it
054049,enrico.francavilla@comune.sigillo.pg.it
054050,info@comune.spello.pg.it
054051,luca.ventura@comune.spoleto.pg.it
054054,info@comune.trevi.pg.it
054056,segreteria@comune.umbertide.pg.it
054057,protocollo@comune.valfabbrica.pg.it
054059,info@comune.valtopina.pg.it
055001,segreteria@comune.acquasparta.tr
055006,info@comunediattigliano.gov.it
055008,info@comune.calvidellumbria.tr.it
055011,comune@comune.fabro.tr.it
055012,comune@comune.ferentillo.tr.it
055013,amministrativo@comune.ficulle.tr.it
055014,alessandro.pernazza@comune.giove.tr.it
055016,alessandra.pascale@comune.lugnanointeverina.tr.it
055017,segreteria@comune.montecastrilli.tr.it
055021,comune@comune.monteleone.tr.it
055023,protocollo@comune.orvieto.tr.it
055024,info@comune.otricoli.tr.it
055025,anagrafe@comune.parrano.tr.it
055026,ufficio.ragioneria@comune.pennainteverina.tr.it
055027,info@comune.polino.tr.it
055030,info@comune.sanvenanzo.tr.it
055033,area.amministrativa@comune.aviglianoumbro.tr.it
056002,comune.arlena@virgilio.it
056003,affarigenerali@comunebagnoregio.it
056004,comune@comunebarbaranoromano.it
056005,ragioneria@comune.bassanoromano.vt.it
056006,uffici@comune.bassanointeverina.vt.it
056007,responsabileamministrazione@comuneblera.gov.it
056009,amministrativo@comunebomarzo.it
056010,amministrazione@comunecalcata.it
056011,comunedicanepina@libero.it
056012,sindaco@comune.canino.vt.it
056013,ragioneria@comune.capodimonte.vt.it
056014,info@comune.capranica.vt.it
056015,settore1@comune.caprarola.vt.it
056017,ragioneria@comunecastelsantelia.it
056018,segreteria@teverina.it
056020,cellere@comune.cellere.vt.it
056021,datacenter@comune.civitacastellana.vt.it
056022,affarigenerali@comune.civitelladagliano.vt.it
056024,ragioneriafabrica@libero.it
056026,protocollo@comune.farnese.vt.it
056027,alessia.minella@comune.gallese.vt.it
056028,ragioneriagradoli@virgilio.it
056030,abrinchi@comune.grottedicastro.vt.it
056031,segreteria@comune.ischiadicastro.vt.it
056032,anagrafe@comune.latera.vt.it
056034,segreteria@comune.marta.vt.it
056035,protocollo@comune.montaltodicastro.vt.it
056036,ced@comune.montefiascone.vt.it
056038,ced@comune.monterosi.vt.it
056040,segreteria@comune.onano.vt.it
056041,postmaster@comuneorioloromano.vt.it
056043,ragioneria@piansano.org
056044,info@comunediproceno.vt.it
056046,info@comune.villasangiovanniintuscia.vt.it
056047,ragioneria@comunesanlorenzonuovo.it
056048,puntocomune@comune.sorianonelcimino.vt.it
056049,segreteria@comune.sutri.vt.it
056051,comuneditessennano@virgilio.it
056053,info@comune.valentano.vt.it
056054,segreteria@vallerano.net
056056,segreteria@comune.vejano.vt.it
056059,protocollo@comuneviterbo.it
056060,e.romaldini@comune.vitorchiano.vt.it
057001,comune@comune.accumoli.ri.it
057002,uff.protocollo@comune.amatrice.rieti.it
057004,info@comune.ascrea.ri.it
057005,belmonteinsabina@tiscali.it
057006,ragioneriaborbona@interfree.it
057007,a.petrucci@comuneborgorose.ri.it
057008,servdemo.borgovelino@libero.it
057009,protocollo@comune.cantalice.ri.it
057010,ragioneria@comune.cantalupoinsabina.ri.it
057011,info@comune.casaprota.ri.it
057012,protocollo@comune.casperia.ri.it
057013,info@comune.castelditora.ri.it
057014,sindaco@comune.castelnuovodifarfa.ri.it
057015,comune@comune.castelsantangelo.ri.it
057017,comune.cittareale@libero.it
057018,com.collalto.sabino@libero.it
057019,comunedicolleditora@virgilio.it
057020,segreteria@comunecollegiove.it
057023,comune.concerviano@libero.it
057024,configni.rag@tin.it
057026,comune.cottanello@tiscali.it
057027,ragioneria@farainsabina.gov.it
057028,info@comune.fiamignano.ri.it
057029,elettorale@comune.forano.ri.it
057030,comune@comune.frassosabino.ri.it
057031,info@comune.greccio.ri.it
057032,comune.labro@libero.it
057034,comune.longone@libero.it
057035,affarigenerali@comune.maglianosabina.ri.it
057036,comune.marcetelli@tiscali.it
057037,comunedimicigliano@libero.it
057038,comune.mompeo@libero.it
057039,comunemontasola@libero.it
057040,segretariocomunale@comune.montebuono.ri.it
057041,info@comune.monteleonesabino.ri.it
057042,comune.montenerosabino@gmail.com
057043,ragioneria@comune.montesangiovanniinsabina.ri.it
057045,comunemorroreatino@libero.it
057046,nespcom@tin.it
057047,comuneorvinio@libero.it
057048,comunepaganicosabino@tiscali.it
057050,info@comune.petrellasalto.ri.it
057051,amministativo@comune.poggiobustone.ri.it
057053,info@comune.poggiomirteto.ri.it
057054,comune.ragioneria@poggiomoiano.com
057055,demografici@comune.poggionativo.ri.it
057057,uffragioneriaposta@libero.it
057058,info@comune.pozzagliasabina.ri.it
057060,ragioneria@comune.rivodutri.ri.it
057061,segreteria@comunediroccantica.it
057062,info@comune.roccasinibalda.ri.it
057063,info@comune.salisano.it
057064,protocollo@comune.scandriglia.ri.it
057066,ragioneria.com.stim@tiscali.it
057067,comunetarano@gmail.com
057068,comuneditoffia@libero.it
057069,info@comune.torricellainsabina.ri.it
057070,areacontabile@comune.torriinsabina.ri.it
057071,comuneturania@gmail.com
057072,comunevacone@virgilio.it
057073,comune.varcosabino@libero.it
058002,ragioneria@comunediagosta.it
058003,segreteria.generale@comune.albanolaziale.rm.it
058004,info@comune.allumiere.rm.it
058005,anguillara@comune.anguillara-sabazia.roma.it
058006,alessandra.appodia@virgilio.it
058008,ragioneria@comunearcinazzoromano.it
058010,rag.comunearsoli@libero.it
058011,affarigenerali@comune.artena.rm.it
058012,info@comune.bellegra.rm.gov.it
058014,comunecameratanuova.anagrafe@virgilio.it
058015,protocollo@comunecampagnano.it
058016,info@comune.canalemonterano.rm.it
058017,canterano.comune@tiscali.it
058018,protocollo@comune.capena.rm.it
058019,posta@comunecapranica.it
058020,info@carpinetoromano.it
058021,ragioneria@comune.casape.rm.it
058022,segreteriasindaco@comune.castelgandolfo.rm.it
058024,segreteria.sindaco@comune.castelnuovodiporto.rm.it
058025,info@castelsanpietroromano.rm.gov.it
058027,serviziofinanziario@comunecerretolaziale.rm.it
058028,cervaradiroma.comune@gmail.com
058029,finanziario@comune.cerveteri.rm.it
058030,urp@comune.ciciliano.rm.it
058031,protocollo@cineto.it
058033,ufficiosegreteriacsp@libero.it
058034,segreteria@comune.colleferro.rm.it
058035,info@comune.colonna.roma.it
058037,ufficioanagrafe@comune.filacciano.rm.it
058039,municipio@comune.frascati.rm.it
058040,info@comune.gallicanonellazio.rm.it
058041,comune@gavignano.rm.gov.it
058043,urp@comune.genzanodiroma.roma.it
058045,comune@comune.gorga.rm.it
058047,sindaco@guidonia.org
058048,protocollo@comune.jenne.rm.it
058049,areaamministrativa@labico.com
058050,urp@comune.lanuvio.rm.it
058051,servizidemografici@comune.licenza.rm.it
058053,ragioneria.mandela@tiscali.it
058054,info@comune.manziana.rm.it
058055,protocollo@comunemaranoequo.gov.it
058058,protocollo@comune.mazzanoromano.rm.it
058059,info@mentana.gov.it
