comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Monte San Giusto,043031,43.236431,13.595124,Macerata,MC,Marche,11,62015,134550433,protocollo@pec.comune.montesangiusto.mc.it,segreteria@comune.montesangiusto.mc.it,http://comune.montesangiusto.mc.it,https://it.wikipedia.org/wiki/Monte_San_Giusto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043031.png
Monte San Martino,043032,43.03195,13.438682,Macerata,MC,Marche,11,62020,83002470439,montesanmartino@pec.it,,http://comune.montesanmartino.mc.it,https://it.wikipedia.org/wiki/Monte_San_Martino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043032.png
Morrovalle,043033,43.314553,13.579508,Macerata,MC,Marche,11,62010,132100439,comune.morrovalle.mc@legalmail.it,comune@morrovalle.org,http://comune.morrovalle.mc.it,https://it.wikipedia.org/wiki/Morrovalle,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043033.png
Muccia,043034,43.081701,13.042968,Macerata,MC,Marche,11,62034,263210437,protocollo@pec.comune.muccia.mc.it,info@comune.muccia.mc.it,http://comune.muccia.mc.it,https://it.wikipedia.org/wiki/Muccia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043034.jpg
Penna San Giovanni,043035,43.056915,13.425452,Macerata,MC,Marche,11,62020,83002570436,pennasangiovanni@pec.it,info@comune.pennasangiovanni.mc.it,http://comune.pennasangiovanni.mc.it,https://it.wikipedia.org/wiki/Penna_San_Giovanni,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043035.jpg
Petriolo,043036,43.221693,13.465335,Macerata,MC,Marche,11,62014,286490438,protocollo@pec.comune.petriolo.mc.it,anagrafe@comune.petriolo.mc.it,http://comune.petriolo.mc.it,https://it.wikipedia.org/wiki/Petriolo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043036.jpg
Pieve Torina,043038,43.043287,13.048911,Macerata,MC,Marche,11,62036,81000190439,comune.pievetorina.mc@legalmail.it,comune@pievetorina.sinp.net,http://comune.pievetorina.mc.it,https://it.wikipedia.org/wiki/Pieve_Torina,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043038.png
Pioraco,043039,43.17905,12.98567,Macerata,MC,Marche,11,62025,221260433,comune.pioraco.mc@legalmail.it,info@comune.pioraco.mc.it,http://comune.pioraco.mc.it,https://it.wikipedia.org/wiki/Pioraco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043039.png
Poggio San Vicino,043040,43.375155,13.079069,Macerata,MC,Marche,11,62021,312750433,comune.poggiosanvicino@emarche.it,info@comune.poggiosanvicino.mc.it,http://comune.poggiosanvicino.mc.it,https://it.wikipedia.org/wiki/Poggio_San_Vicino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043040.jpg
Pollenza,043041,43.267775,13.347792,Macerata,MC,Marche,11,62010,224000430,comune.pollenza.mc@legalmail.it,info@comune.pollenza.mc.it,http://comune.pollenza.mc.it,https://it.wikipedia.org/wiki/Pollenza,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043041.png
Porto Recanati,043042,43.435082,13.663008,Macerata,MC,Marche,11,62017,255040438,protocollo@pec.comune.porto-recanati.mc.it,segreteria@comune.porto-recanati.mc.it,http://comune.porto-recanati.mc.it,https://it.wikipedia.org/wiki/Porto_Recanati,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043042.jpg
Potenza Picena,043043,43.366409,13.620695,Macerata,MC,Marche,11,62018,125720433,comune.potenzapicena@emarche.it,,http://comune.potenza-picena.mc.it,https://it.wikipedia.org/wiki/Potenza_Picena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043043.jpg
Recanati,043044,43.403508,13.548602,Macerata,MC,Marche,11,62019,284570439,comune.recanati@emarche.it,,http://comune.recanati.mc.it,https://it.wikipedia.org/wiki/Recanati,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043044.jpg
Ripe San Ginesio,043045,43.142983,13.367329,Macerata,MC,Marche,11,62020,267220432,comune.ripesanginesio.mc@legalmail.it,anagrafe@comune.ripesanginesio.mc.it,http://comune.ripesanginesio.mc.it,https://it.wikipedia.org/wiki/Ripe_San_Ginesio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043045.jpg
San Ginesio,043046,43.53009,12.961252,Macerata,MC,Marche,11,62026,215270430,protocollo@pec.comune.sanginesio.mc.it,info@comune.sanginesio.mc.it,http://comune.sanginesio.mc.it,https://it.wikipedia.org/wiki/San_Ginesio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043046.png
San Severino Marche,043047,43.229021,13.177966,Macerata,MC,Marche,11,62027,119580439,protocollo.comune.sanseverinomarche@pec.it,protocollo@comune.sanseverinomarche.mc.it,http://comune.sanseverinomarche.mc.it,https://it.wikipedia.org/wiki/San_Severino_Marche,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043047.png
Sant'Angelo in Pontano,043048,43.098644,13.396756,Macerata,MC,Marche,11,62020,83002690432,comune.santangeloinpontano@pec.it,info@comune.santangeloinpontano.mc.it,http://comune.santangeloinpontano.mc.it/,https://it.wikipedia.org/wiki/Sant'Angelo_in_Pontano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043048.png
Sarnano,043049,43.03538,13.29831,Macerata,MC,Marche,11,62028,140670431,comune.sarnano@pec.it,info@comune.sarnano.mc.it,http://comune.sarnano.mc.it,https://it.wikipedia.org/wiki/Sarnano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043049.jpg
Sefro,043050,43.147246,12.94863,Macerata,MC,Marche,11,62025,210940433,comune.sefro.ragioneria@emarche.it,protocollo@comune.sefro.mc.it,http://comune.sefro.mc.it,https://it.wikipedia.org/wiki/Sefro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043050.png
Serrapetrona,043051,43.17743,13.189752,Macerata,MC,Marche,11,62020,265950436,comune.serrapetrona.mc@legalmail.it,protocollo@comune.serrapetrona.mc.it,http://comune.serrapetrona.mc.it,https://it.wikipedia.org/wiki/Serrapetrona,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043051.png
Serravalle di Chienti,043052,43.071675,12.952386,Macerata,MC,Marche,11,62038,81000480434,comune.serravalledichienti.mc@legalmail.it,info@comune.serravalledichienti.mc.it,http://comune.serravalledichienti.mc.it,https://it.wikipedia.org/wiki/Serravalle_di_Chienti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043052.png
Tolentino,043053,43.208755,13.28441,Macerata,MC,Marche,11,62029,83000110433,comune.tolentino.mc@legalmail.it,info@comune.tolentino.mc.it,http://comune.tolentino.mc.it,https://it.wikipedia.org/wiki/Tolentino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043053.png
Treia,043054,43.310556,13.311475,Macerata,MC,Marche,11,62010,138790431,protocollo@pec.comune.treia.mc.it,info@comune.treia.mc.it,http://comune.treia.mc.it,https://it.wikipedia.org/wiki/Treia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043054.jpg
Urbisaglia,043055,43.196608,13.376571,Macerata,MC,Marche,11,62010,264420431,comune.urbisaglia.mc@legalmail.it,info@comune.urbisaglia.mc.it,http://urbisaglia.sinp.net,https://it.wikipedia.org/wiki/Urbisaglia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043055.png
Ussita,043056,42.94376,13.137908,Macerata,MC,Marche,11,62039,81001810431,ussita@pec.comune.ussita.mc.it,info@comune.ussita.mc.it,http://comune.ussita.mc.it,https://it.wikipedia.org/wiki/Ussita,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043056.jpg
Visso,043057,42.931232,13.087449,Macerata,MC,Marche,11,62039,81000730432,comune.visso.mc@legalmail.it,,http://comune.visso.mc.it,https://it.wikipedia.org/wiki/Visso,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043057.png
Valfornace,043058,43.066925,13.114974,Macerata,MC,Marche,11,62035,1932550435,comune.valfornace@emarche.it,,http://comune.valfornace.mc.it/,https://it.wikipedia.org/wiki/Valfornace,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/043058.jpg
Acquasanta Terme,044001,42.769944,13.410185,Ascoli Piceno,AP,Marche,11,63095,356080440,comune.acquasantaterme@anutel.it,,http://comune.acquasantaterme.ap.it,https://it.wikipedia.org/wiki/Acquasanta_Terme,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044001.jpg
Acquaviva Picena,044002,42.944936,13.815114,Ascoli Piceno,AP,Marche,11,63075,376660445,protocollo@pec.comuneacquavivapicena.it,info@comuneacquavivapicena.it,http://comuneacquavivapicena.it,https://it.wikipedia.org/wiki/Acquaviva_Picena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044002.jpg
Appignano del Tronto,044005,42.89867,13.666387,Ascoli Piceno,AP,Marche,11,63083,363500448,comuneappignanodeltronto@pec.it,,http://comune.appignanodeltronto.ap.it,https://it.wikipedia.org/wiki/Appignano_del_Tronto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044005.jpg
Arquata del Tronto,044006,42.772361,13.296583,Ascoli Piceno,AP,Marche,11,63096,353580442,comune.arquatadeltronto@emarche.it,,http://comune.arquatadeltronto.ap.it,https://it.wikipedia.org/wiki/Arquata_del_Tronto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044006.jpg
Ascoli Piceno,044007,42.88342,13.539593,Ascoli Piceno,AP,Marche,11,63100,229010442,comune.ascolipiceno@actaliscertymail.it,protocollo@comune.ap.it,http://comune.ap.it,https://it.wikipedia.org/wiki/Ascoli_Piceno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044007.jpg
Carassai,044010,43.032052,13.684987,Ascoli Piceno,AP,Marche,11,63063,82001930443,protocollo@pec.comune.carassai.ap.it,protocollo@comune.carassai.ap.it,http://comune.carassai.ap.it,https://it.wikipedia.org/wiki/Carassai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044010.jpg
Castel di Lama,044011,42.869382,13.713294,Ascoli Piceno,AP,Marche,11,63082,80000270449,servizi.demografici@pec.comune.casteldilama.ap.it,,http://comune.casteldilama.ap.it,https://it.wikipedia.org/wiki/Castel_di_Lama,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044011.jpg
Castignano,044012,42.93935,13.623987,Ascoli Piceno,AP,Marche,11,63072,358540441,comunecastignano.ap@pec.it,com.castignano@provincia.ap.it,http://comune.castignano.ap.it,https://it.wikipedia.org/wiki/Castignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044012.jpg
Castorano,044013,42.898087,13.728042,Ascoli Piceno,AP,Marche,11,63081,80003750447,protocollo@pec.comune.castorano.ap.it,info@comune.castorano.ap.it,http://comune.castorano.ap.it,https://it.wikipedia.org/wiki/Castorano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044013.jpg
Colli del Tronto,044014,42.876974,13.748355,Ascoli Piceno,AP,Marche,11,63079,355250440,comune.collideltronto@emarche.it,comune@comune.collideltronto.ap.it,http://comune.collideltronto.ap.it,https://it.wikipedia.org/wiki/Colli_del_Tronto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044014.jpg
Comunanza,044015,42.956852,13.412872,Ascoli Piceno,AP,Marche,11,63087,80001250440,protocollo@pec.comune.comunanza.ap.it,,http://comune.comunanza.ap.it,https://it.wikipedia.org/wiki/Comunanza,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044015.jpg
Cossignano,044016,42.984251,13.689988,Ascoli Piceno,AP,Marche,11,63067,377760442,protocollo@pec.comune.cossignano.ap.it,sindaco@comune.cossignano.ap.it,http://comune.cossignano.ap.it,https://it.wikipedia.org/wiki/Cossignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044016.jpg
Cupra Marittima,044017,43.025023,13.858764,Ascoli Piceno,AP,Marche,11,63064,356330449,comune.cupramarittima@emarche.it,segreteria@comune.cupra-marittima.ap.it,http://comune.cupra-marittima.ap.it,https://it.wikipedia.org/wiki/Cupra_Marittima,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044017.jpg
Folignano,044020,42.820247,13.634289,Ascoli Piceno,AP,Marche,11,63084,362290447,comune.folignano@emarche.it,info@comune.folignano.ap.it,http://comune.folignano.ap.it,https://it.wikipedia.org/wiki/Folignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044020.jpg
Force,044021,42.963257,13.490948,Ascoli Piceno,AP,Marche,11,63086,80000330441,segreteria@pec.comune.force.ap.it,segreteria@comune.force.ap.it,http://comune.force.ap.it,https://it.wikipedia.org/wiki/Force,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044021.jpg
Grottammare,044023,42.990497,13.86876,Ascoli Piceno,AP,Marche,11,63066,82000670446,comune.grottammare.protocollo@emarche.it,protocollo@comune.grottammare.ap.it,http://comune.grottammare.ap.it,https://it.wikipedia.org/wiki/Grottammare,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044023.png
Maltignano,044027,42.832248,13.68799,Ascoli Piceno,AP,Marche,11,63085,364960443,anagrafe.comune.maltignano@emarche.it,paola.demidio@comune.maltignano.ap.it,http://comune.maltignano.ap.it/,https://it.wikipedia.org/wiki/Maltignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044027.png
Massignano,044029,43.05065,13.797209,Ascoli Piceno,AP,Marche,11,63061,363350448,comune.massignano@emarche.it,,http://comune.massignano.ap.it,https://it.wikipedia.org/wiki/Massignano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044029.png
Monsampolo del Tronto,044031,42.89695,13.793892,Ascoli Piceno,AP,Marche,11,63077,82000530442,comune.monsampolodeltronto@pec.it,protocollo@comune.monsampolodeltronto.ap.it,http://comune.monsampolodeltronto.ap.it,https://it.wikipedia.org/wiki/Monsampolo_del_Tronto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044031.png
Montalto delle Marche,044032,42.989851,13.609186,Ascoli Piceno,AP,Marche,11,63068,80000490443,com.montalto.ap@emarche.it,comune@comune.montaltodellemarche.ap.it,http://comune.montaltodellemarche.ap.it,https://it.wikipedia.org/wiki/Montalto_delle_Marche,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044032.png
Montedinove,044034,42.970733,13.587305,Ascoli Piceno,AP,Marche,11,63069,360220446,comune.montedinove@emarche.it,comune.montedinove@gmail.com,http://comune.montedinove.ap.it,https://it.wikipedia.org/wiki/Montedinove,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044034.png
Montefiore dell'Aso,044036,43.051895,13.75279,Ascoli Piceno,AP,Marche,11,63062,291360444,segreteriamfa@emarche.it,segreteria@comune.montefioredellaso.ap.it,http://comune.montefioredellaso.ap.it,https://it.wikipedia.org/wiki/Montefiore_dell'Aso,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044036.png
Montegallo,044038,42.847389,13.343496,Ascoli Piceno,AP,Marche,11,63094,357070440,comune.montegallo@emarche.it,infoposta@comune.montegallo.ap.it,http://comune.montegallo.ap.it,https://it.wikipedia.org/wiki/Montegallo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044038.png
Montemonaco,044044,42.899155,13.326859,Ascoli Piceno,AP,Marche,11,63088,357080449,comunemontemonaco.protocollo@pec.it,protocollo@comunemontemonaco.it,http://halleyweb.com/c044044//hh/index.php,https://it.wikipedia.org/wiki/Montemonaco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044044.png
Monteprandone,044045,42.919939,13.834816,Ascoli Piceno,AP,Marche,11,63076,376950440,comune.monteprandone@emarche.it,info@comune.monteprandone.ap.it,http://monteprandone.gov.it,https://it.wikipedia.org/wiki/Monteprandone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044045.png
Offida,044054,42.934821,13.691044,Ascoli Piceno,AP,Marche,11,63073,136120441,protocollo@pec.comune.offida.ap.it,info@comune.offida.ap.it,http://comune.offida.ap.it,https://it.wikipedia.org/wiki/Offida,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044054.png
Palmiano,044056,42.899338,13.458377,Ascoli Piceno,AP,Marche,11,63092,80001650441,comune.palmiano@emarche.it,ufficio.anagrafe@comune.palmiano.ap.it,http://comune.palmiano.ap.it,https://it.wikipedia.org/wiki/Palmiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044056.jpg
Ripatransone,044063,42.996178,13.761796,Ascoli Piceno,AP,Marche,11,63065,370910440,protocollo@pec.comune.ripatransone.ap.it,comune@comune.ripatransone.ap.it,http://comune.ripatransone.ap.it,https://it.wikipedia.org/wiki/Ripatransone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044063.png
Roccafluvione,044064,42.859947,13.476785,Ascoli Piceno,AP,Marche,11,63093,80004250447,comune.roccafluvione@emarche.it,ragioneria@comune.roccafluvione.ap.it,http://comuneroccafluvione.it,https://it.wikipedia.org/wiki/Roccafluvione,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044064.png
Rotella,044065,42.954173,13.559359,Ascoli Piceno,AP,Marche,11,63071,358230449,protocollo.comune.rotella@pec.it,com.rotella@tiscali.it,http://comunerotella.net,https://it.wikipedia.org/wiki/Rotella,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044065.jpg
San Benedetto del Tronto,044066,42.952533,13.880714,Ascoli Piceno,AP,Marche,11,63074,360140446,protocollo@cert-sbt.it,comunesbt@comunesbt.it,http://comunesbt.it,https://it.wikipedia.org/wiki/San_Benedetto_del_Tronto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044066.jpg
Spinetoli,044071,42.889126,13.772983,Ascoli Piceno,AP,Marche,11,63078,362890444,protocollo@pec.comune.spinetoli.ap.it,,http://comune.spinetoli.ap.it,https://it.wikipedia.org/wiki/Spinetoli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044071.png
Venarotta,044073,42.882947,13.492285,Ascoli Piceno,AP,Marche,11,63091,80004310449,comune.venarotta@emarche.it,segreteria@comune.venarotta.ap.it,http://comune.venarotta.ap.it,https://it.wikipedia.org/wiki/Venarotta,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/044073.png
Altidona,109001,43.109225,13.799878,Fermo,FM,Marche,11,63824,81000890442,sindaco@pec.altidona.net,,http://altidona.net,https://it.wikipedia.org/wiki/Altidona,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109001.jpg
Amandola,109002,42.979965,13.356085,Fermo,FM,Marche,11,63857,80001030446,comune.amandola@emarche.it,,http://comune.amandola.fm.it/,https://it.wikipedia.org/wiki/Amandola,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109002.jpg
Belmonte Piceno,109003,43.091441,13.539652,Fermo,FM,Marche,11,63838,81001490440,comune.belmontepiceno@pec.it,info@comunebelmontepiceno.it,http://comunebelmontepiceno.it,https://it.wikipedia.org/wiki/Belmonte_Piceno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109003.jpg
Campofilone,109004,43.079469,13.814786,Fermo,FM,Marche,11,63828,334340445,campofilone@pec.ucvaldaso.it,,http://comune.campofilone.fm.it,https://it.wikipedia.org/wiki/Campofilone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109004.jpg
Falerone,109005,43.107052,13.471682,Fermo,FM,Marche,11,63837,81001750447,protocollo.comune.falerone@emarche.it,,http://comunefalerone.it,https://it.wikipedia.org/wiki/Falerone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109005.jpg
Fermo,109006,43.092249,13.638768,Fermo,FM,Marche,11,63900,334990447,protocollo@pec.comune.fermo.it,,http://comune.fermo.it,https://it.wikipedia.org/wiki/Fermo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109006.jpg
Francavilla d'Ete,109007,43.187355,13.540682,Fermo,FM,Marche,11,63816,81001090448,pecomune.francavilladete@emarche.it,info@comunefrancavilladete.it,http://comunefrancavilladete.it,https://it.wikipedia.org/wiki/Francavilla_d'Ete,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109007.jpg
Grottazzolina,109008,43.111711,13.602981,Fermo,FM,Marche,11,63844,81001170448,comune.grottazzolina@emarche.it,segreteria@comune-grottazzolina.it,http://comune.grottazzolina.ap.it,https://it.wikipedia.org/wiki/Grottazzolina,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109008.gif
Lapedona,109009,43.109981,13.772857,Fermo,FM,Marche,11,63823,357010446,lapedona@pec.ucvaldaso.it,lapedona@ucvaldaso.it,http://comunedilapedona.it,https://it.wikipedia.org/wiki/Lapedona,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109009.jpg
Magliano di Tenna,109010,43.137954,13.587184,Fermo,FM,Marche,11,63832,169370442,info@pec.comune.maglianoditenna.fm.it,anagrafe@comune.maglianoditenna.fm.it,http://comune.maglianoditenna.fm.it,https://it.wikipedia.org/wiki/Magliano_di_Tenna,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109010.gif
Massa Fermana,109011,43.149772,13.475407,Fermo,FM,Marche,11,63834,380940445,protocollo.massafermana@pec.it,info@comunemassafermana.it,http://comunemassafermana.it,https://it.wikipedia.org/wiki/Massa_Fermana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109011.gif
Monsampietro Morico,109012,43.067752,13.555684,Fermo,FM,Marche,11,63842,81001450444,comune@pec.monsampietromorico.net,comune@monsampietromorico.net,http://tecuting.it/c044030/hh/index.php,https://it.wikipedia.org/wiki/Monsampietro_Morico,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109012.gif
Montappone,109013,43.136453,13.468481,Fermo,FM,Marche,11,63835,81001810449,certificata@pec.comune.montappone.fm.it,ragioneria@comunemontappone.it,http://comune.montappone.fm.it,https://it.wikipedia.org/wiki/Montappone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109013.gif
Montefalcone Appennino,109014,42.990049,13.456883,Fermo,FM,Marche,11,63855,357180447,comune@pec.montefalcone.gov.it,comune@montefalcone.gov.it,http://montefalcone.it,https://it.wikipedia.org/wiki/Montefalcone_Appennino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109014.gif
Montefortino,109015,42.943095,13.344831,Fermo,FM,Marche,11,63858,400660445,comune.montefortino@emarche.it,sindacomontefortino@libero.it,http://tecuting.it/c044037,https://it.wikipedia.org/wiki/Montefortino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109015.jpg
Monte Giberto,109016,43.091253,13.630685,Fermo,FM,Marche,11,63846,81001970441,info@pec.montegiberto.net,comune.montegiberto@tiscalinet.it,http://montegiberto.net,https://it.wikipedia.org/wiki/Monte_Giberto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109016.gif
Montegiorgio,109017,43.132253,13.536383,Fermo,FM,Marche,11,63833,81002030443,comune.montegiorgio@emarche.it,,http://comune.montegiorgio.fm.it,https://it.wikipedia.org/wiki/Montegiorgio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109017.gif
Montegranaro,109018,43.232523,13.63158,Fermo,FM,Marche,11,63812,218260446,segreteria@pec.comune.montegranaro.fm.it,,http://comune.montegranaro.fm.it,https://it.wikipedia.org/wiki/Montegranaro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109018.gif
Monteleone di Fermo,109019,43.047904,13.528534,Fermo,FM,Marche,11,63841,81001850445,monteleonedifermo@pec.it,ragioneria@monteleonedifermo.com,http://halleyweb.com/c044042/hh/index.php?jvs=0&acc=1&jv,https://it.wikipedia.org/wiki/Monteleone_di_Fermo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109019.gif
Montelparo,109020,43.017838,13.537432,Fermo,FM,Marche,11,63853,81000670448,comune.montelparo@emarche.it,anagrafe@comune.montelparo.fm.it,http://comune.montelparo.fm.it,https://it.wikipedia.org/wiki/Montelparo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109020.gif
Monte Rinaldo,109021,43.02826,13.580155,Fermo,FM,Marche,11,63852,396470445,comune.monterinaldo@emarche.it,protocollo@comune.monterinaldo.fm.it,http://comune.monterinaldo.fm.it,https://it.wikipedia.org/wiki/Monte_Rinaldo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109021.gif
Monterubbiano,109022,43.084754,13.719887,Fermo,FM,Marche,11,63825,357030444,monterubbiano@pec.ucvaldaso.it,anna.lupacchini@ucvaldaso.it,http://comune.monterubbiano.fm.it,https://it.wikipedia.org/wiki/Monterubbiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109022.jpg
Monte San Pietrangeli,109023,43.189355,13.575383,Fermo,FM,Marche,11,63815,81001270446,comune.montesanpietrangeli@emarche.it,,http://comune.montesanpietrangeli.fm.it,https://it.wikipedia.org/wiki/Monte_San_Pietrangeli,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109023.gif
Monte Urano,109024,43.202656,13.672885,Fermo,FM,Marche,11,63813,81000910448,comune.monteurano@emarche.it,sindaco@comune.monteurano.fm.it,http://comune.monteurano.fm.it,https://it.wikipedia.org/wiki/Monte_Urano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/109024.gif
