pro_com_t,link,pec,cf,cap
053009,http://comune.follonica.gr.it,follonica@postacert.toscana.it,00080490535,58022
053010,http://comune.gavorrano.gr.it,comune.gavorrano@postecert.it,00100750538,58023
053011,http://comune.grosseto.it,comune.grosseto@postacert.toscana.it,00082520537,58100
053012,http://comune.isoladelgiglio.gr.it/,comuneisoladelgiglio@pcert.it,82002270534,58012
053013,http://comune.magliano-in-toscana.gr.it,comune.maglianointoscana.gr@postacert.toscana.it,00117640532,58051
053014,http://comune.manciano.gr.it,comune.manciano@postacert.toscana.it,00112580535,58014
053015,http://comune.massamarittima.gr.it,comune.massamarittima@postacert.toscana.it,00090200536,58024
053016,http://comunemonteargentario.gov.it,argentario@pec.comune.monteargentario.gr.it,00124360538,58019
053017,http://comune.montieri.gr.it,comune.montieri@postacert.toscana.it,81000670539,58026
053018,http://comune.orbetello.gr.it,protocollo@pec.comuneorbetello.it,82001470531,58015
053019,http://comune.pitigliano.gr.it,comune.pitigliano@postacert.toscana.it,00128620531,58017
053020,http://comune.roccalbegna.gr.it,Comune.roccalbegna@postacert.toscana.it,00117330530,58053
053021,http://comune.roccastrada.gr.it,comune.roccastrada@postacert.toscana.it,00117110536,58036
053022,http://comune.santafiora.gr.it,comune.santafiora@postacert.toscana.it,80004210532,58037
053023,http://comune.scansano.gr.it,comune.scansano@postacert.toscana.it,00112590534,58054
053024,http://comune.scarlino.gr.it,comunediscarlino.protocollo@legalmail.it,80001830530,58020
053025,http://comune.seggiano.gr.it,comune.seggiano@postacert.toscana.it,80001670530,58038
053026,http://comune.sorano.gr.it,comune.sorano@cert.legalmail.it,00099190530,58010
053027,http://comune.monterotondomarittimo.gr.it,comune.monterotondomarittimo@postacert.toscana.it,81000870535,58025
053028,http://comune.semproniano.gr.it,comune.semproniano@postacert.toscana.it,00127840536,58055
054001,http://comune.assisi.pg.it,comune.assisi@postacert.umbria.it,00313820540,06081
054002,http://comune.bastia.pg.it,comune.bastiaumbra@postacert.umbria.it,00385230545,06083
054003,http://comune.bettona.pg.it,segreteria@pec.comune.bettona.pg.it,00384000543,06084
054004,http://comune.bevagna.pg.it,comune.bevagna@postacert.umbria.it,00450620547,06031
054005,http://comune.campello.pg.it,comune.campellosulclitunno@postacert.umbria.it,84002330540,06042
054006,http://comune.cannara.pg.it,comune.cannara@postacert.umbria.it,00407650548,06033
054007,http://comune.cascia.pg.it,comune.cascia@postacert.umbria.it,84002410540,06043
054008,http://comune.castelritaldi.pg.it,comune.castelritaldi@postacert.umbria.it,00482510542,06044
054009,http://comune.castiglione-del-lago.pg.it,comune.castiglionedellago@postacert.umbria.it,00366960540,06061
054010,http://comune.cerretodispoleto.pg.it,comune.cerretodispoleto@postacert.umbria.it,84002490542,06041
054011,http://citerna.net,comune.citerna@postacert.umbria.it,00463970541,06010
054012,http://comune.cittadellapieve.pg.it,comune.cittadellapieve@postacert.umbria.it,00451610547,06062
054013,http://comune.cittadicastello.pg.it,comune.cittadicastello@postacert.umbria.it,00372420547,06012
054014,http://comune.collazzone.pg.it,comune.collazzone@postacert.umbria.it,00449760545,06050
054015,http://comune.corciano.pg.it,comune.corciano@postacert.umbria.it,00430370544,06073
054016,http://comunecostacciaro.it,comune.costacciaro@postacert.umbria.it,00470080540,06021
054017,http://comunederuta.gov.it,comune.deruta@postacert.umbria.it,00222390544,06053
054018,http://comune.foligno.pg.it,comune.foligno@postacert.umbria.it,00166560540,06034
054019,http://comune.fossatodivico.pg.it,comune.fossatodivico@postacert.umbria.it,00411920549,06022
054020,http://comune.frattatodina.pg.it,comune.frattatodina@postacert.umbria.it,00451930549,06054
054021,http://comune.giano-dellumbria.pg.it,comune.gianodellumbria@postacert.umbria.it,00470070541,06030
054022,http://comune.gualdocattaneo.pg.it,comune.gualdocattaneo@postacert.umbria.it,82001410545,06035
054023,http://comune.gualdo-tadino.pg.it,gualdotadino@letterecertificate.it,00467070546,06023
054024,http://comune.gubbio.pg.it,comune.gubbio@postacert.umbria.it,00334990546,06024
054025,http://lisciano.org,comune.liscianoniccone@postacert.umbria.it,80010100545,06060
054026,http://comune.magione.pg.it,comune.magione@postacert.umbria.it,00349480541,06063
054027,http://comune.marsciano.pg.it/,comune.marsciano@postacert.umbria.it,00312450547,06055
054028,http://comune.massamartana.pg.it,comune.massamartana@postacert.umbria.it,00429530546,06056
054029,http://comune.montecastellodivibio.pg.it,comune.montecastellodivibio@postacert.umbria.it,00470100546,06057
054030,http://comune.montefalco.pg.it,comune.montefalco@postacert.umbria.it,82001610540,06036
054031,http://comune.monteleone-di-spoleto.pg.it,comune.monteleonedispoleto@postacert.umbria.it,84002570541,06045
054032,http://montesantamariatiberina.org,comune.montesantamariatiberina@postacert.umbria.it,81001650548,06010
054033,http://comunemontone.it,comune.montone@postacert.umbria.it,81000430546,06014
054034,http://comune.noceraumbra.pg.it,comune.noceraumbra@postacert.umbria.it,00417870540,06025
054035,http://comune.norcia.pg.it,comune.norcia@postacert.umbria.it,84002650541,06046
054036,http://comune.paciano.pg.it,comune.paciano@postacert.umbria.it,00436320543,06060
054037,http://comune.panicale.pg.it,comune.panicale@postacert.umbria.it,00449310549,06064
054038,http://comune.passignano-sul-trasimeno.pg.it,comune.passignanosultrasimeno@postacert.umbria.it,00443490545,06065
054039,http://comune.perugia.it,comune.perugia@postacert.umbria.it,00163570542,06121
054040,http://comune.piegaro.pg.it,comune.piegaro@postacert.umbria.it,00448170548,06066
054041,http://pietralunga.it,comune.pietralunga@postacert.umbria.it,00318700549,06026
054042,http://comune.poggiodomo.pg.it,comune.poggiodomo@postacert.umbria.it,84006620540,06040
054043,http://comune.preci.pg.it,comune.preci@postacert.umbria.it,84002730541,06047
054044,http://comune.sangiustino.pg.it,comune.sangiustino@postacert.umbria.it,00448140541,06016
054045,http://comune.santanatoliadinarco.pg.it,comune.santanatoliadinarco@postacert.umbria.it,00351780549,06040
054046,http://comunescheggiaepascelupo.it,comune.scheggiaepascelupo@postacert.umbria.it,00405660549,06027
054047,http://comune.scheggino.pg.it/,comune.scheggino@postacert.umbria.it,84002810541,06040
054048,http://comune.sellano.pg.it,comune.sellano@postacert.umbria.it,00470120544,06030
054049,http://comune.sigillo.pg.it,comune.sigillo@postacert.umbria.it,00363050543,06028
054050,http://comune.spello.pg.it,comune.spello@postacert.umbria.it,82001750544,06038
054051,http://comune.spoleto.pg.it,comune.spoleto@postacert.umbria.it,00316820547,06049
054052,http://comune.todi.pg.it,comune.todi@postacert.umbria.it,00316740547,06059
054053,http://comune.torgiano.pg.it,comune.torgiano@postacert.umbria.it,00383940541,06089
054054,http://comune.trevi.pg.it,comune.trevi@postacert.umbria.it,00429570542,06039
054055,http://comune.tuoro-sul-trasimeno.pg.it,comune.tuorosultrasimeno@postacert.umbria.it,00412840548,06069
054056,http://comune.umbertide.pg.it,comune.umbertide@postacert.umbria.it,00316550540,06019
054057,http://comune.valfabbrica.pg.it,comune.valfabbrica@postacert.umbria.it,00476350541,06029
054058,http://comune.vallodinera.pg.it,comune.vallodinera@postacert.umbria.it,84001550544,06040
054059,http://comune.valtopina.pg.it,comune.valtopina@postacert.umbria.it,00470090549,06030
055001,http://comune.acquasparta.tr.it,comune.acquasparta@postacert.umbria.it,80005310554,05021
055002,http://comune.allerona.tr.it,comune.allerona@postacert.umbria.it,81001450550,05011
055003,http://comune.alviano.tr.it,comune.alviano@postacert.umbria.it,00180530552,05020
055004,http://comune.amelia.tr.it,comune.amelia@postacert.umbria.it,00179120555,05022
055005,http://comune.arrone.terni.it,comune.arrone@postacert.umbria.it,00069210557,05031
055006,http://comunediattigliano.gov.it,comune.attigliano@postacert.umbria.it,00179490552,05012
055007,http://comune.baschi.tr.it,comune.baschi@postacert.umbria.it,81001350552,05023
055008,http://comune.calvidellumbria.tr.it,comune.calvidellumbria@postacert.umbria.it,00179790555,05032
055009,http://comune.castelgiorgio.tr.it,comune.castelgiorgio@postacert.umbria.it,81001430552,05013
055010,http://comune.castelviscardo.tr.it,comune.castelviscardo@postacert.umbria.it,81001330554,05014
055011,http://comune.fabro.tr.it,comune.fabro@postacert.umbria.it,81000010553,05015
055012,http://comune.ferentillo.tr.it,comune.ferentillo@postacert.umbria.it,80001330556,05034
055013,http://comune.ficulle.tr.it,comune.ficulle@postacert.umbria.it,81001650555,05016
055014,http://comune.giove.tr.it,comune.giove@postacert.umbria.it,00179190558,05024
055015,http://comune.guardea.tr.it,comune.guardea@postacert.umbria.it,00180280554,05025
055016,http://comune.lugnanointeverina.tr.it,comune.lugnanointeverina@postacert.umbria.it,00089690556,05020
055017,http://comune.montecastrilli.tr.it,comune.montecastrilli@postacert.umbria.it,00096090550,05026
055018,http://comune.montecchio.tr.it,comune.montecchio@postacert.umbria.it,81001470558,05020
055019,http://comune.montefranco.tr.it,comune.montefranco@postacert.umbria.it,00092290550,05030
055020,http://comune.montegabbione.tr.it,comune.montegabbione@postacert.umbria.it,81001530559,05010
055021,http://comune.monteleone.tr.it,comune.monteleonedorvieto@postacert.umbria.it,81001390558,05017
055022,http://comune.narni.tr.it,comune.narni@postacert.umbria.it,00178930558,05035
055023,http://comune.orvieto.tr.it,comune.orvieto@postacert.umbria.it,81001510551,05018
055024,http://comune.otricoli.tr.it,comune.otricoli@postacert.umbria.it,00177650553,05030
055025,http://comune.parrano.tr.it,comune.parrano@postacert.umbria.it,81001460559,05010
055026,http://comune.pennainteverina.tr.it,comune.pennainteverina@postacert.umbria.it,00179200555,05028
055027,http://comune.polino.tr.it,comune.polino@postacert.umbria.it,00178250551,05030
055028,http://comune.porano.tr.it,comune.porano@postacert.umbria.it,81001570555,05010
055029,http://comune.sangemini.tr.it,comune.sangemini@postacert.umbria.it,00091090555,05029
055030,http://comune.sanvenanzo.tr.it,comune.sanvenanzo@postacert.umbria.it,00185990553,05010
055031,http://comune.stroncone.tr.it,comune.stroncone@postacert.umbria.it,00179380555,05039
055032,http://comune.terni.it,comune.terni@postacert.umbria.it,00175660554,05100
055033,http://comune.aviglianoumbro.tr.it,comune.aviglianoumbro@postacert.umbria.it,00180740557,05020
056001,http://comuneacquapendente.it,comuneacquapendente@legalmail.it,00080450562,01021
056002,http://arlenadicastro.mycity.it/,amministrazione@pec.comune.arlenadicastro.vt.it,00224490565,01010
056003,http://comune.bagnoregio.vt.it,comune.bagnoregio.vt@legalmail.it,00094410560,01022
056004,http://comunebarbaranoromano.it,comune.barbaranoromano@pec.it,80009990567,01010
056005,http://comune.bassanoromano.vt.it,bassanoromano@legalmail.it,80004430569,01030
056006,http://comune.bassanointeverina.vt.it,uffici@pec.comune.bassanointeverina.vt.it,80004730562,01030
056007,http://comuneblera.gov.it,uffici@pec.comuneblera.gov.it,80004210565,01010
056008,http://comune.bolsena.vt.it,postacertificata@pec.comune.bolsena.vt.it,00119080562,01023
056009,http://comune.bomarzo.vt.it,comunebomarzo@pec.it,80005530565,01020
056010,http://comune.buttiglieraalta.to.it,protocollo@pec.comunecalcata.it,00236190567,01030
056011,http://comune.canepina.vt.it,comunedicanepina@legalmail.it,00219620564,01030
056012,http://comune.canino.vt.it,comune.canino.vt@legalmail.it,00156710568,01011
056013,http://comune.capodimonte.vt.it/,comunecapodimonte@itpec.it,00215240565,01010
056014,http://comune.capranica.vt.it,comunedicapranica@legalmail.it,00217340561,01012
056015,http://comune.caprarola.vt.it,comune.caprarola@anutel.it,80003670561,01032
056016,http://comune.carbognano.vt.it,comune.carbognano@pec.it,00219280567,01030
056017,http://comune.castelsantelia.vt.it,segreteria@pec.comunecastelsantelia.it,00218530566,01030
056018,http://castiglione.teverina.it,protocollo@pec.comune.castiglioneinteverina.vt.it,80004250561,01024
056019,http://comune.celleno.vt.it,comune.celleno@pec.it,00170500565,01020
056020,http://comune.cellere.vt.it,comunedicellere@postecert.it,00219310562,01010
056021,http://comune.civitacastellana.vt.it,comune.civitacastellana@legalmail.it,00065540569,01033
056022,http://comune.civitelladagliano.vt.it,comune.civitella.vt@legalmail.it,80003610567,01020
056023,http://comune.corchiano.vt.it,comunedicorchiano@legalmail.it,00171190564,01030
056024,http://comune.fabrica di roma.vt.it,comunedifabricadiroma@legalmail.it,00222350563,01034
056025,http://comune.faleria.vt.it,protocollo@pec.comunedifaleria.it,00236180568,01030
056026,http://comune.farnese.vt.it,comunedifarnese@legalmail.it,80004110567,01010
056027,http://comune.gallese.vt.it,comunedigallese@legalmail.it,80002510560,01035
056028,http://comune.gradoli.vt.it,comunedigradoli@legalmail.it,00212140560,01010
056029,http://comune.graffignano.vt.it,comunedigraffignano@pec.it,00187570569,01020
056030,http://facebook.com/ComunediGrottediCastro,comunegrottedicastro@legalmail.it,80012170561,01025
056031,http://comune.ischiadicastro.it,protocollo@pec.comune.ischiadicastro.vt.it,00188400568,01010
056032,http://comune.latera.vt.it,comune.latera.vt@legalmail.it,00212130561,01010
056033,http://comune.lubriano.vt.it,comunelubriano@legalmail.it,80003190560,01020
056034,http://comune.marta.vt.it,comunemartavt@pec.it,00215230566,01010
056035,http://comune.montaltodicastro.vt.it,comune.montaltodicastro.vt@legalmail.it,80009830565,01014
056036,http://comune.montefiascone.vt.it,protocollo@pec.comune.montefiascone.vt.it,00088870563,01027
056037,http://comune.monteromano.vt.it,segreteria@pec.comune.monteromano.vt.it,00187760566,01010
056038,http://comune.monterosi.vt.it,comunedimonterosi@pec.it,80005310562,01030
056039,http://comune.nepi.vt.it,comune.nepi.vt@legalmailpa.it,00088940564,01036
056040,http://comune.onano.vt.it,comuneonano@pec.it,80016590566,01010
056041,http://comune.orioloromano.vt.it,comuneorioloromano@postemailcertificata.it,80004850568,01010
056042,http://comune.orte.vt.it/hh/index.php,comuneorte@pec.it,00088570569,01028
056043,http://comune.piansano.vt.it,comunepiansano@legalmail.it,80004570562,01010
056044,http://comune.proceno.vt.it,postacertificata@pec.comunediproceno.vt.it,00222070567,01020
056045,http://comune.ronciglione.vt.it,comuneronciglione@legalmail.it,00093580561,01037
056046,http://comune.villasangiovanniintuscia.vt.it,comune.villasangiovanniintuscia@legalmail.it,00248730566,01010
056047,http://comunesanlorenzonuovo.it,comunesanlorenzonuovo@pec.it,00238480560,01020
056048,http://comune.sorianonelcimino.vt.it,puntocomunesoriano@pec.it,80010010561,01038
056049,http://comune.sutri.vt.it,comunesutri@postecert.it,00187650569,01015
056050,http://comune.tarquinia.vt.it,pec@pec.comune.tarquinia.vt.it,00129650560,01016
056051,http://comune.tessennano.vt.it,comune.tessennano@pec.it,00216910562,01010
056052,http://comune.tuscania.vt.it,protocollo@pec.comune.tuscania.vt.it,00171510563,01017
056053,http://comune.valentano.vt.it,comune.valentano.vt@legalmail.it,80003510569,01018
056054,http://comune.vallerano.vt.it,pec@pec.vallerano.net,00080930563,01030
056055,http://comune.vasanello.vt.it,comune.vasanello.vt@pec.it,00221130560,01030
056056,http://comune.vejano.vt.it,fatturazionepa.comunevejano@legalmail.it,00209700566,01010
056057,http://comune.vetralla.vt.gov.it,comune.vetralla@legalmail.it,00188530562,01019
056058,http://comune.vignanello.vt.it,protocollo@pec.comunevignanello.eu,00079950564,01039
056059,http://comune.viterbo.it,protocollo@pec.comuneviterbo.it,80008850564,01100
056060,http://comune.vitorchiano.vt.it,comune.vitorchiano.vt@legalmail.it,00220670566,01030
057001,http://comune.accumoli.ri.it,comune.accumoli@pec.it,00113430573,02011
057002,http://comune.amatrice.rieti.it,protocollo@pec.comune.amatrice.rieti.it,00110480571,02012
057003,http://comunediantrodoco.it,comunediantrodoco@legalmail.it,00103110573,02013
057004,http://comune.ascrea.ri.it,comune.ascrea.ri@legalmail.it,00113650576,02020
057005,http://comune.belmonteinsabina.ri.it,comune.belmonteinsabina.ri@pec.it,00111240578,02020
057006,http://comune.borbona.rieti.it,tributi.borbona@anutel.it,00113410575,02010
057007,http://comuneborgorose.ri.it,comuneborgorose@pec.it,00122520570,02021
057008,http://comune.borgovelino.ri.it,comune.borgovelino.ri@pec.it,00109190579,02010
057009,http://comune.cantalice.ri.it,protocollo@pec.comune.cantalice.ri.it,00093840577,02014
057010,http://comune.cantalupoinsabina.ri.it,ragioneria.cantalupoinsabina@anutel.it,00109550574,02040
057011,http://comune.casaprota.ri.it,comunecasaprota@pec.it,00123140576,02030
057012,http://comunedicasperia.it,comune.casperia.ri@legalmail.it,00113780571,02041
057013,http://comune.castelditora.ri.it,protocollo@pec.comune.castelditora.ri.it,00113520571,02020
057014,http://comune.castelnuovodifarfa.ri.it,comune.castelnuovodifarfa@pcert.it,00122190572,02031
057015,http://comune.castelsantangelo.ri.it,comune.castelsantangelo.ri@legalmail.it,00109350579,02010
057016,http://comune.cittaducale.ri.it,comunecittaducale@viapec.net,00113040570,02015
057017,http://comune.cittareale.ri.gov.it,comune.cittareale@pec.it,00122890577,02010
057018,http://comunecollaltosabino.rieti.it,comunedicollalto@pec.it,00113140578,02022
057019,http://comune.colleditora.ri.it,COMUNECOLLEDITORA@ARUBAPEC.IT,00114000573,02020
057020,http://comunecollegiove.it,comune.collegiove.ri@legalmail.it,00113130579,02020
057021,http://comune.collevecchio.ri.it,info@pec.comune.collevecchio.ri.it,00109440578,02042
057022,http://comune.collisulvelino.ri.it/,amministrazione@pec.collisulvelino.org,00108930579,02010
057023,http://comune.concerviano.ri.it,comune.concerviano@pec.it,00078040573,02020
057024,http://halleyweb.com/c057024/hh/index.php?jvs=0&acc=1,tributi.ragioneria.configni@anutel.it,00113110571,02040
057025,http://comune.contigliano.ri.it,sedebassa@legalmail.it,00109090571,02043
057026,http://comune.cottanello.it,suap.cottanello.ri@legalmail.it,00100630573,02040
057027,http://farainsabina.gov.it,ufficioprotocollo@comunefarainsabina.pecpa.it,00102420577,02032
057028,http://comune.fiamignano.ri.it,comunedifiamignano@pec.it,00121280572,02023
057029,http://comune.forano.ri.it,posta@pec.comune.forano.ri.it,00109320572,02044
057030,http://comune.frassosabino.ri.it,PROTOCOLLO@PEC.COMUNE.FRASSOSABINO.RI.IT,00122400575,02030
057031,http://comune.greccio.ri.it/,segreteria.greccio.ri@legalmail.it,00109830570,02045
057032,http://labro.gov.it,comune@pec.labro.gov.it,00108300575,02010
057033,http://comunedileonessa.it,comune@pec.comunedileonessa.it,00111040572,02016
057034,http://comune.longonesabino.ri.it,comunelongonesabino@pec.it,00104390570,02020
057035,http://comune.maglianosabina.ri.it,info@pec.comune.maglianosabina.ri.it,00108350570,02046
057036,http://marcetelli.gov.it,comune@pec.marcetelli.gov.it,00077920577,02020
057037,http://comune.micigliano.rieti.it,comune.micigliano.ri@legalmail.it,00113670574,02010
057038,http://comune.mompeo.ri.it,comunemompeo@pec.it,00121720577,02040
057039,http://comune.montasola.ri.it,segreteria.montasola.ri@legalmail.it,00111190575,02040
057040,http://comune.montebuono.ri.it,info@pec.comune.montebuono.ri.it,00113280572,02040
057041,http://comune.monteleonesabino.ri.it,protocollo@pec.comune.monteleonesabino.ri.it,00113390579,02033
057042,http://comune.montenerosabino.ri.it,info@pec.comune.montenerosabino.ri.it,00121390579,02040
057043,http://comune.montesangiovanniinsabina.ri.it,amministrazione.comunemontesangiovanniinsabina@pec.it,00107990574,02040
057044,http://comune.montopolidisabina.ri.it,uffprotocollo@comunemontopolidisabina.pecpa.it,00094140571,02034
057045,http://COMUNE.MORROREATINO.RI.IT,comune@pec.comune.morroreatino.ri.it,00108310574,02010
057046,http://comunedinespolo.it,comunedinespolo@pec.it,00113150577,02020
057047,http://comune.orvinio.ri.it,segreteria.orvinio.ri@legalmail.it,00109530576,02035
057048,http://comune.paganicosabino.ri.it,comunepaganicosabino@pec.it,00113470579,02020
057049,http://pescorocchiano.rieti.it,info@pec.comune.pescorocchiano.rieti.it,00122710577,02024
057050,http://comune.petrellasalto.ri.it,info@pec.comune.petrellasalto.ri.it,00097310577,02025
057051,http://comune.poggiobustone.ri.it,amministrazione.poggiobustone@legalmail.it,00108830571,02018
057052,http://comune.poggiocatino.ri.it,protocollo.poggiocatino@pec.it,00096500574,02040
057053,http://comune.poggiomirteto.ri.it,posta@pec.comune.poggiomirteto.ri.it,00094100575,02047
057054,http://comunepoggiomoiano.eu,comunepoggiomoiano@pec.aruba.it,00121900575,02037
057055,http://comune.poggionativo.ri.it/,comune@pec.comune.poggionativo.ri.it,00122390578,02030
057056,http://comune.poggiosanlorenzo.ri.it,demografico@pec.comune.poggiosanlorenzo.ri.it,00082720574,02030
057057,http://comunediposta.it,segreteria.posta.ri@legalmail.it,00123930570,02019
057058,http://comune.pozzagliasabina.ri.it,segreteria.pozzagliasabina.ri@legalmail.it,00113100572,02030
057059,http://comune.rieti.it,protocollo@pec.comune.rieti.it,00100700574,02100
057060,http://comune.rivodutri.ri.it,comune.rivodutri@legalmail.it,00108820572,02010
057061,http://comunediroccantica.it,comunediroccantica@pec.it,00088910575,02040
057062,http://comune.roccasinibalda.ri.it,segreteria.roccasinibalda.ri@legalmail.it,00082300575,02026
057063,http://comune.salisano.ri.it,comune.salisano@pec.it,00142660570,02040
057064,http://comune.scandriglia.ri.it,protocollo@pec.comune.scandriglia.ri.it,00122200579,02038
057065,http://comunediselci.it,comune.selci.ri@legalmail.it,00123780579,02040
057066,http://comune.stimigliano.ri.it,com.stim@pec.it,00094130572,02048
057067,http://comune.tarano.ri.it,comunetarano@pec.it,80012470573,02040
057068,http://comune.toffia.ri.it,comunicazione@pec.comune.toffia.ri.it,00109970574,02039
057069,http://comune.torricellainsabina.ti.it,torricella@pec.comune.torricellainsabina.ri.it,00082310574,02030
057070,http://comune.torriinsabina.ri.it,ragioneria.torriinsabina.ri@legalmail.it,00110270576,02049
057071,http://comune.turania.ri.it,comunturania@pec.it,00110300571,02020
057072,http://comune.vacone.ri.it,segreteria.vacone.ri@legalmail.it,00121490577,02040
057073,http://comune.varcosabino.ri.it,comune.varcosabino.ri@legalmail.it,00109490573,02020
058001,http://comune.affile.rm.it,ragioneria@pec.comune.affile.rm.it,86000950583,00021
058002,http://comunediagosta.it,ragioneriaagosta@pec.it,86002070588,00020
058003,http://comune.albanolaziale.rm.it,protocollo@cert.comune.albanolaziale.rm.it,82011210588,00041
058004,http://comune.allumiere.rm.it,comuneallumiere@pec.it,01032140582,00051
058005,http://comune.anguillara-sabazia.roma.it,comune.anguillara@pec.it,80071510582,00061
058006,http://comune.anticolicorrado.rm.it,comune.anticolicorrado@pec.it,86001810588,00022
058007,http://comune.anzio.roma.it,protocollo.comuneanzio@pec.it,82005010580,00042
058008,http://comunearcinazzoromano.it,protocollo@pec.comunearcinazzoromano.it,02945070585,00020
058009,http://comune.ariccia.rm.it,protocollo@pec.comunediariccia.it,02850270584,00040
058010,http://comunediarsoli.rm.it,rag.comunearsoli@pec.cittametropolitanaroma.gov.it,86001750586,00023
058011,http://comune.artena.rm.it,comune.artena@pec.it,02311370585,00031
058012,http://comune.bellegra.rm.gov.it,segreteriabellegra@pec.cittametropolitanaroma.gov.it,02850300589,00030
058013,http://comune.bracciano.rm.it,bracciano.protocollo@pec.it,80157470586,00062
058014,http://comune.cameratanuova.rm.it,comunecameratanuova@pec.it,86001610582,00020
058015,http://comunecampagnano.it,protocollo@pec.comunecampagnano.it,03056800588,00063
058016,http://comune.canalemonterano.rm.it,info@pec.comune.canalemonterano.rm.it,80225790585,00060
058017,http://comune.canterano.rm.it,canterano.comune@pec.it,86001000586,00020
058018,http://comune.capena.rm.it,protocollo.comunedicapena@legalmail.it,02652400587,00060
058019,http://comunecapranicaprenestina.it,comunecapranicaprenestina@pec.it,85003030583,00030
058020,http://carpinetoromano.it,segreteriacarpinetoromano@pec.provincia.roma.it,00986220580,00032
058021,http://comune.casape.rm.it,protocollo@pec.comune.casape.rm.it,02635540582,00010
058022,http://comune.castelgandolfo.rm.it,protocollocastelgandolfo@pec.it,01039930589,00040
058023,http://halleyweb.com/c058023/hh/index.php?jvs=0&acc=1,protocollocmadama.rm@actaliscertymail.it,01012960587,00024
058024,http://comune.castelnuovodiporto.rm.it/,protocollo@pec.comune.castelnuovodiporto.rm.it,03044240582,00060
058025,http://castelsanpietroromano.rm.gov.it,protocollocspr@pec.cittametropolitanaroma.gov.it,03255170585,00030
058026,http://comune.cave.rm.it,protocollocave@pec.actalis.it,02078610587,00033
058027,http://comunecerretolaziale.rm.it,comunecerretolaziale@pec.it,86002150588,00020
058028,http://comune.cervaradiroma.rm.it,cervaradiroma.comune@legalmail.it,86000210582,00020
058029,http://comune.cerveteri.rm.it,comunecerveteri@pec.it,02407640586,00052
058030,http://comune.ciciliano.rm.it,protocollo@pec.comune.ciciliano.rm.it,02451890582,00020
058031,http://cineto.it,comune.cinetoromano@pec.it,02493020586,00020
058032,http://comune.civitavecchia.rm.it,comune.civitavecchia@legalmail.it,02700960582,00053
058033,http://comune.civitellasanpaolo.rm.gov.it,comune.civitellasanpaolo@pcert.it,02672190580,00060
058034,http://comune.colleferro.rm.it,comune.colleferro@legalmail.it,02850240587,00034
058035,http://comune.colonna.roma.it,info@pec.comunedicolonna.it,84000880587,00030
058036,http://comune.fianoromano.rm.it,protocollo@pec.comune.fianoromano.rm.it,01460220583,00065
058037,http://comunefilaccianorm.it/,comunedifilacciano@pcert.it,05789630588,00060
058038,http://comune.formello.rm.it,Protocollocomunediformello@pec.it,80210670586,00060
058039,http://comune.frascati.rm.it/,protocollofrascati@legalmail.it,84000770580,00044
058040,http://gallicanonellazio.rm.gov.it,gallicanonellazio@pec.it,02373400585,00010
058041,http://gavignano.rm.gov.it/,comunegavignano@interfreepec.it,87004660582,00030
058042,http://genazzano.org,comune.genazzano@pec.genazzano.org,02424320584,00030
058043,http://comune.genzanodiroma.roma.it,protocollo@comunegenzanodiromapec.it,02242320584,00045
058044,http://gerano.rm.gov.it,segreteriagerano@pec.cittametropolitanaroma.gov.it,02850280583,00025
058045,http://gorga.rm.it,comunegorga@pec.it,87004080583,00030
058046,http://comune.grottaferrata.rm.it,info@pec.comune.grottaferrata.rm.it,02838140586,00046
058047,http://guidonia.org,protocollo@pec.guidonia.org,02777620580,00012
058048,http://comune.jenne.rm.it,comunejenne@pec.it,01300520580,00020
058049,http://comune.labico.rm.gov.it,protocollo@comune.labico.legalmail.it,02786080586,00030
058050,http://comune.lanuvio.rm.it,segreterialanuvio@pec.provincia.roma.it,02784710580,00040
058051,http://comune.licenza.rm.it,servizidemografici.licenza@legalmail.it,86002870581,00026
058052,http://comunedimaglianoromano.it,segretario@pec.comunedimaglianoromano.it,02958810588,00060
058053,http://comune.mandela.roma.it,ragioneriamandela@legalmail.it,86000530583,00020
058054,http://comune.manziana.rm.it,INFO.COMUNEMANZIANA@PEC.IT,02925890580,00066
058055,http://comunemaranoequo.gov.it,segreteriamaranoequo@pec.provincia.roma.it,86001110583,00020
058056,http://comune.marcellina.rm.it,amministrativa@pec.comune.marcellina.rm.it,86002050580,00010
058057,http://comune.marino.rm.gov.it,protocollo@pec.comune.marino.rm.it,02927790580,00047
058058,http://mazzanoromano.rm.gov.it,protocollo.mazzanoromano@pec.it,03007620580,00060
058059,http://mentana.gov.it,protocollo@pec.comune.mentana.rm.it,02447950581,00013
058060,http://comune.montecompatri.rm.gov.it,protocollo@pec.comune.montecompatri.roma.it,01219790589,00040
058061,http://comune.monteflavio.rm.it,protocollo.comune.monteflavio@pec.it,86001870582,00010
058062,http://comune.montelanico.roma.it,protocollo@pec.comune.montelanico.roma.it,01165490580,00030
058063,http://comune.montelibretti.roma.it,montelibretti@pec.it,02457650584,00010
058064,http://comune.monteporziocatone.rm.it,comune.monteporziocatone@legalmail.it,84001810583,00040
058065,http://comune.monterotondo.rm.it,comune.monterotondo.rm@pec.it,80140110588,00015
058066,http://comunemontorioromano.it,amministrazione@pec.comunemontorioromano.it,86005370589,00010
058067,http://comune.moricone.rm.it,protocollomoricone@pec.it,86000380583,00010
058068,http://morlupo.eu,info@pec.morlupo.eu,02591110586,00067
