pro_com_t,pec
052001,comune.abbadia@postacert.toscana.it
052002,comune.asciano@postacert.toscana.it
052003,comune.buonconvento@postacert.toscana.it
052004,comune.casole@pcert.postecert.it
052005,comune.castellinainchianti@postacert.toscana.it
052006,castelnuovo-berardenga@postacert.toscana.it
052007,comune.castiglionedorcia@postacert.toscana.it
052008,comune.cetona@pec.consorzioterrecablate.it
052009,comune.chianciano-terme@pec.consorzioterrecablate.it
052010,comune.chiusdino@pec.consorzioterrecablate.it
052011,protocollo.chiusi@legalmail.it
052012,comune.collevaldelsa@postecert.it
052013,comune.gaioleinchianti@postacert.toscana.it
052015,comune.montepulciano@pec.consorzioterrecablate.it
052016,comunemonteriggioni@postacert.toscana.it
052017,comune.monteronidarbia@postacert.toscana.it
052018,comune.monticiano@pec.consorzioterrecablate.it
052019,comune.murlo@pec.consorzioterrecablate.it
052020,comune.piancastagnaio@pec.consorzioterrecablate.it
052021,comune.pienza@pec.consorzioterrecablate.it
052022,comune.poggibonsi@postacert.toscana.it
052023,comune.radda@postacert.toscana.it
052024,comune.radicofani@postacert.toscana.it
052025,comune.radicondoli@postacert.toscana.it
052026,comune.rapolanoterme@postacert.toscana.it
052027,comune.sancascianodeibagni@pec.consorzioterrecablate.it
052028,comune.sangimignano@postacert.toscana.it
052030,comune.sanquirico@pec.consorzioterrecablate.it
052031,comune.sarteano@pec.consorzioterrecablate.it
052032,comune.siena@postacert.toscana.it
052033,comune.sinalunga@postacert.toscana.it
052034,comune.sovicille@postacert.toscana.it
052035,comune.torritadisiena@postacert.toscana.it
052036,comune.trequanda@postacert.toscana.it
052037,info@pec.comunedimontalcino.it
053001,protocollo@pec.comune.arcidosso.gr.it
053002,comune.campagnatico@postacert.toscana.it
053003,info@pec.comune.capalbio.gr.it
053004,comune.casteldelpiano@postacert.toscana.it
053005,comune.castellazzara@postacert.toscana.it
053006,comune.castiglione.pescaia@legalmail.it
053007,comune.cinigiano@postacert.toscana.it
053008,comune.civitellapaganico@postacert.toscana.it
053009,follonica@postacert.toscana.it
053010,comune.gavorrano@postecert.it
053011,comune.grosseto@postacert.toscana.it
053012,comuneisoladelgiglio@pcert.it
053013,comune.maglianointoscana.gr@postacert.toscana.it
053014,comune.manciano@postacert.toscana.it
053015,comune.massamarittima@postacert.toscana.it
053016,argentario@pec.comune.monteargentario.gr.it
053017,comune.montieri@postacert.toscana.it
053018,protocollo@pec.comuneorbetello.it
053019,comune.pitigliano@postacert.toscana.it
053020,Comune.roccalbegna@postacert.toscana.it
053021,comune.roccastrada@postacert.toscana.it
053022,comune.santafiora@postacert.toscana.it
053023,comune.scansano@postacert.toscana.it
053024,comunediscarlino.protocollo@legalmail.it
053025,comune.seggiano@postacert.toscana.it
053026,comune.sorano@cert.legalmail.it
053027,comune.monterotondomarittimo@postacert.toscana.it
053028,comune.semproniano@postacert.toscana.it
054001,comune.assisi@postacert.umbria.it
054002,comune.bastiaumbra@postacert.umbria.it
054003,segreteria@pec.comune.bettona.pg.it
054004,comune.bevagna@postacert.umbria.it
054005,comune.campellosulclitunno@postacert.umbria.it
054006,comune.cannara@postacert.umbria.it
054007,comune.cascia@postacert.umbria.it
054008,comune.castelritaldi@postacert.umbria.it
054009,comune.castiglionedellago@postacert.umbria.it
054010,comune.cerretodispoleto@postacert.umbria.it
054011,comune.citerna@postacert.umbria.it
054012,comune.cittadellapieve@postacert.umbria.it
054013,comune.cittadicastello@postacert.umbria.it
054014,comune.collazzone@postacert.umbria.it
054015,comune.corciano@postacert.umbria.it
054016,comune.costacciaro@postacert.umbria.it
054017,comune.deruta@postacert.umbria.it
054018,comune.foligno@postacert.umbria.it
054019,comune.fossatodivico@postacert.umbria.it
054020,comune.frattatodina@postacert.umbria.it
054021,comune.gianodellumbria@postacert.umbria.it
054022,comune.gualdocattaneo@postacert.umbria.it
054023,gualdotadino@letterecertificate.it
054024,comune.gubbio@postacert.umbria.it
054025,comune.liscianoniccone@postacert.umbria.it
054026,comune.magione@postacert.umbria.it
054027,comune.marsciano@postacert.umbria.it
054028,comune.massamartana@postacert.umbria.it
054029,comune.montecastellodivibio@postacert.umbria.it
054030,comune.montefalco@postacert.umbria.it
054031,comune.monteleonedispoleto@postacert.umbria.it
054032,comune.montesantamariatiberina@postacert.umbria.it
054033,comune.montone@postacert.umbria.it
054034,comune.noceraumbra@postacert.umbria.it
054035,comune.norcia@postacert.umbria.it
054036,comune.paciano@postacert.umbria.it
054037,comune.panicale@postacert.umbria.it
054038,comune.passignanosultrasimeno@postacert.umbria.it
054039,comune.perugia@postacert.umbria.it
054040,comune.piegaro@postacert.umbria.it
054041,comune.pietralunga@postacert.umbria.it
054042,comune.poggiodomo@postacert.umbria.it
054043,comune.preci@postacert.umbria.it
054044,comune.sangiustino@postacert.umbria.it
054045,comune.santanatoliadinarco@postacert.umbria.it
054046,comune.scheggiaepascelupo@postacert.umbria.it
054047,comune.scheggino@postacert.umbria.it
054048,comune.sellano@postacert.umbria.it
054049,comune.sigillo@postacert.umbria.it
054050,comune.spello@postacert.umbria.it
054051,comune.spoleto@postacert.umbria.it
054052,comune.todi@postacert.umbria.it
054053,comune.torgiano@postacert.umbria.it
054054,comune.trevi@postacert.umbria.it
054055,comune.tuorosultrasimeno@postacert.umbria.it
054056,comune.umbertide@postacert.umbria.it
054057,comune.valfabbrica@postacert.umbria.it
054058,comune.vallodinera@postacert.umbria.it
054059,comune.valtopina@postacert.umbria.it
055001,comune.acquasparta@postacert.umbria.it
055002,comune.allerona@postacert.umbria.it
055003,comune.alviano@postacert.umbria.it
055004,comune.amelia@postacert.umbria.it
055005,comune.arrone@postacert.umbria.it
055006,comune.attigliano@postacert.umbria.it
055007,comune.baschi@postacert.umbria.it
055008,comune.calvidellumbria@postacert.umbria.it
055009,comune.castelgiorgio@postacert.umbria.it
055010,comune.castelviscardo@postacert.umbria.it
055011,comune.fabro@postacert.umbria.it
055012,comune.ferentillo@postacert.umbria.it
055013,comune.ficulle@postacert.umbria.it
055014,comune.giove@postacert.umbria.it
055015,comune.guardea@postacert.umbria.it
055016,comune.lugnanointeverina@postacert.umbria.it
055017,comune.montecastrilli@postacert.umbria.it
055018,comune.montecchio@postacert.umbria.it
055019,comune.montefranco@postacert.umbria.it
055020,comune.montegabbione@postacert.umbria.it
055021,comune.monteleonedorvieto@postacert.umbria.it
055022,comune.narni@postacert.umbria.it
055023,comune.orvieto@postacert.umbria.it
055024,comune.otricoli@postacert.umbria.it
055025,comune.parrano@postacert.umbria.it
055026,comune.pennainteverina@postacert.umbria.it
055027,comune.polino@postacert.umbria.it
055028,comune.porano@postacert.umbria.it
055029,comune.sangemini@postacert.umbria.it
055030,comune.sanvenanzo@postacert.umbria.it
055031,comune.stroncone@postacert.umbria.it
055032,comune.terni@postacert.umbria.it
055033,comune.aviglianoumbro@postacert.umbria.it
056001,comuneacquapendente@legalmail.it
056002,amministrazione@pec.comune.arlenadicastro.vt.it
056003,comune.bagnoregio.vt@legalmail.it
056004,comune.barbaranoromano@pec.it
056005,bassanoromano@legalmail.it
056006,uffici@pec.comune.bassanointeverina.vt.it
056007,uffici@pec.comuneblera.gov.it
056008,postacertificata@pec.comune.bolsena.vt.it
056009,comunebomarzo@pec.it
056010,protocollo@pec.comunecalcata.it
056011,comunedicanepina@legalmail.it
056012,comune.canino.vt@legalmail.it
056013,comunecapodimonte@itpec.it
056014,comunedicapranica@legalmail.it
056015,comune.caprarola@anutel.it
056016,comune.carbognano@pec.it
056017,segreteria@pec.comunecastelsantelia.it
056018,protocollo@pec.comune.castiglioneinteverina.vt.it
056019,comune.celleno@pec.it
056020,comunedicellere@postecert.it
056021,comune.civitacastellana@legalmail.it
056022,comune.civitella.vt@legalmail.it
056023,comunedicorchiano@legalmail.it
056024,comunedifabricadiroma@legalmail.it
056025,protocollo@pec.comunedifaleria.it
056026,comunedifarnese@legalmail.it
056027,comunedigallese@legalmail.it
056028,comunedigradoli@legalmail.it
056029,comunedigraffignano@pec.it
056030,comunegrottedicastro@legalmail.it
056031,protocollo@pec.comune.ischiadicastro.vt.it
056032,comune.latera.vt@legalmail.it
056033,comunelubriano@legalmail.it
056034,comunemartavt@pec.it
056035,comune.montaltodicastro.vt@legalmail.it
056036,protocollo@pec.comune.montefiascone.vt.it
056037,segreteria@pec.comune.monteromano.vt.it
056038,comunedimonterosi@pec.it
056039,comune.nepi.vt@legalmailpa.it
056040,comuneonano@pec.it
056041,comuneorioloromano@postemailcertificata.it
056042,comuneorte@pec.it
056043,comunepiansano@legalmail.it
056044,postacertificata@pec.comunediproceno.vt.it
056045,comuneronciglione@legalmail.it
056046,comune.villasangiovanniintuscia@legalmail.it
056047,comunesanlorenzonuovo@pec.it
056048,puntocomunesoriano@pec.it
056049,comunesutri@postecert.it
056050,pec@pec.comune.tarquinia.vt.it
056051,comune.tessennano@pec.it
056052,protocollo@pec.comune.tuscania.vt.it
056053,comune.valentano.vt@legalmail.it
056054,pec@pec.vallerano.net
056055,comune.vasanello.vt@pec.it
056056,fatturazionepa.comunevejano@legalmail.it
056057,comune.vetralla@legalmail.it
056058,protocollo@pec.comunevignanello.eu
056059,protocollo@pec.comuneviterbo.it
056060,comune.vitorchiano.vt@legalmail.it
057001,comune.accumoli@pec.it
057002,protocollo@pec.comune.amatrice.rieti.it
057003,comunediantrodoco@legalmail.it
057004,comune.ascrea.ri@legalmail.it
057005,comune.belmonteinsabina.ri@pec.it
057006,tributi.borbona@anutel.it
057007,comuneborgorose@pec.it
057008,comune.borgovelino.ri@pec.it
057009,protocollo@pec.comune.cantalice.ri.it
057010,ragioneria.cantalupoinsabina@anutel.it
057011,comunecasaprota@pec.it
057012,comune.casperia.ri@legalmail.it
057013,protocollo@pec.comune.castelditora.ri.it
057014,comune.castelnuovodifarfa@pcert.it
057015,comune.castelsantangelo.ri@legalmail.it
057016,comunecittaducale@viapec.net
057017,comune.cittareale@pec.it
057018,comunedicollalto@pec.it
057019,COMUNECOLLEDITORA@ARUBAPEC.IT
057020,comune.collegiove.ri@legalmail.it
057021,info@pec.comune.collevecchio.ri.it
057022,amministrazione@pec.collisulvelino.org
057023,comune.concerviano@pec.it
057024,tributi.ragioneria.configni@anutel.it
057025,sedebassa@legalmail.it
057026,suap.cottanello.ri@legalmail.it
057027,ufficioprotocollo@comunefarainsabina.pecpa.it
057028,comunedifiamignano@pec.it
057029,posta@pec.comune.forano.ri.it
057030,PROTOCOLLO@PEC.COMUNE.FRASSOSABINO.RI.IT
057031,segreteria.greccio.ri@legalmail.it
057032,comune@pec.labro.gov.it
057033,comune@pec.comunedileonessa.it
057034,comunelongonesabino@pec.it
057035,info@pec.comune.maglianosabina.ri.it
057036,comune@pec.marcetelli.gov.it
057037,comune.micigliano.ri@legalmail.it
057038,comunemompeo@pec.it
057039,segreteria.montasola.ri@legalmail.it
057040,info@pec.comune.montebuono.ri.it
057041,protocollo@pec.comune.monteleonesabino.ri.it
057042,info@pec.comune.montenerosabino.ri.it
057043,amministrazione.comunemontesangiovanniinsabina@pec.it
057044,uffprotocollo@comunemontopolidisabina.pecpa.it
057045,comune@pec.comune.morroreatino.ri.it
057046,comunedinespolo@pec.it
057047,segreteria.orvinio.ri@legalmail.it
057048,comunepaganicosabino@pec.it
057049,info@pec.comune.pescorocchiano.rieti.it
057050,info@pec.comune.petrellasalto.ri.it
057051,amministrazione.poggiobustone@legalmail.it
057052,protocollo.poggiocatino@pec.it
057053,posta@pec.comune.poggiomirteto.ri.it
057054,comunepoggiomoiano@pec.aruba.it
057055,comune@pec.comune.poggionativo.ri.it
057056,demografico@pec.comune.poggiosanlorenzo.ri.it
057057,segreteria.posta.ri@legalmail.it
057058,segreteria.pozzagliasabina.ri@legalmail.it
057059,protocollo@pec.comune.rieti.it
057060,comune.rivodutri@legalmail.it
057061,comunediroccantica@pec.it
057062,segreteria.roccasinibalda.ri@legalmail.it
057063,comune.salisano@pec.it
057064,protocollo@pec.comune.scandriglia.ri.it
057065,comune.selci.ri@legalmail.it
057066,com.stim@pec.it
057067,comunetarano@pec.it
057068,comunicazione@pec.comune.toffia.ri.it
057069,torricella@pec.comune.torricellainsabina.ri.it
057070,ragioneria.torriinsabina.ri@legalmail.it
057071,comunturania@pec.it
057072,segreteria.vacone.ri@legalmail.it
057073,comune.varcosabino.ri@legalmail.it
058001,ragioneria@pec.comune.affile.rm.it
058002,ragioneriaagosta@pec.it
058003,protocollo@cert.comune.albanolaziale.rm.it
058004,comuneallumiere@pec.it
058005,comune.anguillara@pec.it
058006,comune.anticolicorrado@pec.it
058007,protocollo.comuneanzio@pec.it
058008,protocollo@pec.comunearcinazzoromano.it
058009,protocollo@pec.comunediariccia.it
058010,rag.comunearsoli@pec.cittametropolitanaroma.gov.it
058011,comune.artena@pec.it
058012,segreteriabellegra@pec.cittametropolitanaroma.gov.it
058013,bracciano.protocollo@pec.it
058014,comunecameratanuova@pec.it
058015,protocollo@pec.comunecampagnano.it
058016,info@pec.comune.canalemonterano.rm.it
058017,canterano.comune@pec.it
058018,protocollo.comunedicapena@legalmail.it
058019,comunecapranicaprenestina@pec.it
058020,segreteriacarpinetoromano@pec.provincia.roma.it
058021,protocollo@pec.comune.casape.rm.it
058022,protocollocastelgandolfo@pec.it
058023,protocollocmadama.rm@actaliscertymail.it
058024,protocollo@pec.comune.castelnuovodiporto.rm.it
058025,protocollocspr@pec.cittametropolitanaroma.gov.it
058026,protocollocave@pec.actalis.it
058027,comunecerretolaziale@pec.it
058028,cervaradiroma.comune@legalmail.it
058029,comunecerveteri@pec.it
058030,protocollo@pec.comune.ciciliano.rm.it
058031,comune.cinetoromano@pec.it
058032,comune.civitavecchia@legalmail.it
058033,comune.civitellasanpaolo@pcert.it
058034,comune.colleferro@legalmail.it
058035,info@pec.comunedicolonna.it
058036,protocollo@pec.comune.fianoromano.rm.it
058037,comunedifilacciano@pcert.it
058038,Protocollocomunediformello@pec.it
058039,protocollofrascati@legalmail.it
058040,gallicanonellazio@pec.it
058041,comunegavignano@interfreepec.it
058042,comune.genazzano@pec.genazzano.org
058043,protocollo@comunegenzanodiromapec.it
058044,segreteriagerano@pec.cittametropolitanaroma.gov.it
058045,comunegorga@pec.it
058046,info@pec.comune.grottaferrata.rm.it
058047,protocollo@pec.guidonia.org
058048,comunejenne@pec.it
058049,protocollo@comune.labico.legalmail.it
058050,segreterialanuvio@pec.provincia.roma.it
058051,servizidemografici.licenza@legalmail.it
058052,segretario@pec.comunedimaglianoromano.it
058053,ragioneriamandela@legalmail.it
058054,INFO.COMUNEMANZIANA@PEC.IT
058055,segreteriamaranoequo@pec.provincia.roma.it
058056,amministrativa@pec.comune.marcellina.rm.it
058057,protocollo@pec.comune.marino.rm.it
058058,protocollo.mazzanoromano@pec.it
058059,protocollo@pec.comune.mentana.rm.it
058060,protocollo@pec.comune.montecompatri.roma.it
058061,protocollo.comune.monteflavio@pec.it
058062,protocollo@pec.comune.montelanico.roma.it
058063,montelibretti@pec.it
058064,comune.monteporziocatone@legalmail.it
058065,comune.monterotondo.rm@pec.it
058066,amministrazione@pec.comunemontorioromano.it
058067,protocollomoricone@pec.it
058068,info@pec.morlupo.eu
058069,comune.nazzano@pcert.it
058070,COMUNEDINEMI@PEC.IT
058071,segreterianerola@pec.provincia.roma.it
058072,protocollogenerale@pec.comune.nettuno.roma.it
058073,protocollo@pec.comune.olevanoromano.rm.it
058074,protocollo@comune.palestrina.legalmail.it
058075,comune.palombarasabina.rm@halleycert.it
058076,comune@pec.percilecomune.it
058077,protocollopisoniano@pec.cittametropolitanaroma.gov.it
058078,amministrativo@pec.comunepoli.it
058079,protocollo@pec.comune.pomezia.rm.it
058080,comune.ponzanoromano@pcert.it
058081,segreteria.comune.riano@pec.it
058082,protocollo@pec.comune.rignanoflaminio.rm.it
058083,sindaco.comunediriofreddo@pec.it
058084,segretarioroccacanterano@pec.cittametropolitanaroma.gov.it
058085,segreteriaroccadicave@pec.provincia.roma.it
058086,protocollo@pec-comuneroccadipapa.it
058087,protocollo@pec.comunediroccagiovine.it
058088,comune.roccapriora@pec.it
058089,comune.roccasantostefano.rm@pec.it
058090,info@pec.comune.roiate.rm.it
058091,protocollo.ater@cert.aterroma.it
058092,comuneroviano@pec.it
058093,comune@pec.comunedisacrofano.it
058094,protocollo@pec.comunesambuci.rm.it
058095,comune.sangregorio@pec.it
058096,protocollo@pec.comune.sanpolodeicavalieri.rm.it
058097,protocollosantamarinella@postecert.it
058098,comune.santangeloromano@legalmail.it
058099,comunesantoreste@pec.it
058100,segreteriasanvitoromano@pec.cittametropolitanaroma.gov.it
058101,saracinesco@pec.comunesaracinescorag.it
058102,comune.segni@pec.it
058103,sindaco@pec.comunesubiaco.com
058104,info@pec.comune.tivoli.rm.it
058105,protocollotolfa@legalmail.it
058106,segreteriatorritatiberina@pec.cittametropolitanaroma.gov.it
058107,protocollo.trevignanoromano@legalmail.it
058108,infovallepietra@pec.it
058109,anagrafe.vallinfreda@pec.it
058110,protocollo@cert.comune.valmontone.rm.it
058111,protocollo@pec.comune.velletri.rm.it
058112,protocollo@pec.comunedivicovaro.it
058113,vivaroromano@pec.it
058114,protocollo@pec.comunedizagarolo.it
058115,protocollo@pec.comune.lariano.rm.it
058116,comunediladispoli@certificazioneposta.it
058117,uff.protocollo@pec.comune.ardea.rm.it
058118,protocollo@pec.comune.ciampino.roma.it
058119,segreteriasancesareo@pec.provincia.roma.it
058120,protocollo.generale@pec.comune.fiumicino.rm.it
058122,protocollo@cert.fonte-nuova.it
059001,ufficiogare.apriliamultiservizi@pec.it
059002,affarigenerali@pec.comune.bassiano.lt.it
059003,info@pec.comune.campodimele.lt.it
059004,protocollocastelforte@pec.it
059005,mail@postacert.comune.cisterna.latina.it
059006,protocollocomunedicori@pec.it
059007,comune.fondi@pecaziendale.it
059008,protocollo@pec.cittadiformia.it
059009,protocollo@pec.comune.gaeta.lt.it
059010,comune.itri@postecert.it
059011,protocollo@pec.comune.latina.it
059012,protocollo@pec.comune.lenola.lt.it
059013,maenza@postecert.it
059014,minturno@legalmail.it
059015,comune.montesanbiagio@pec.it
059016,COMUNEDINORMA@POSTECERT.IT
059017,comune@pec.comune.pontinia.lt.it
059018,ufficiosegreteriaponza@pec.it
059019,protocollo.priverno@pec.it
059020,comune.prossedi@postecert.it
059021,protocollogenerale@comuneroccagorga.telecompost.it
059022,protocollo@pec.comuneroccamassima.it
059023,ROCCASECCADEIVOLSCI@POSTECERT.IT
059024,comunesabaudia@legalmail.it
059025,info@pec.comune.sanfelicecirceo.lt.it
059026,protocollo@pec.comune.santicosmaedamiano.lt.it
059027,amministrazionecomunale@pec.comune.sermoneta.latina.it
059028,protocollo@pec.comune.sezze.lt.it
059029,info@pec.comune.sonnino.latina.it
059030,protocollo@pec.comune.sperlonga.lt.it
059031,comune.spignosaturnia@pec.it
059032,posta@pec.comune.terracina.lt.it
059033,fatturapa@pec.comune.ventotene.lt.it
060001,comuneacquafondata@cert-posta.it
060002,info@pec.comune.acuto.fr.it
060003,protocollo.comunealatri@pec.it
060004,comunealvito@arcmediapec.it
060005,comune.amaseno@pec-cap.it
060006,comune.anagni@postecert.it
060007,protocollo.aquino@pec.it
060008,protocollo.comune.arce@pec.it
060009,protocollo@pec.comune.arnara.fr.it
060010,pec@comunearpinopec.it
060011,comuneatina@viapec.net
060012,comunediausonia@postecert.it
060013,comunedibelmontecastello@postecert.it
060014,boville.ernica.fr@pec.it
060015,comunebroccostella@interfreepec.it
060016,comune.campoliapp@pec.it
060017,protocollocasalattico@arubapec.it
060018,sindaco.comune.casalvieri@postecert.it
060019,servizio.protocollo@comunecassino.telecompost.it
060020,comunedicastelliri@postecert.it
060021,tributi.castelnuovoparano@anutel.it
060022,castrocielo@pec.it
060023,pec@pec.comune.castrodeivolsci.fr.it
060024,protocollo.generale@comunececcano.telecompost.it
060025,comune.ceprano@pec.leonet.it
060026,comune.cervaro.fr@cert-posta.it
060027,fatturepacolfelice@arcmediapec.it
060028,comunedicollepardo@pec.it
060029,comunecollesanmagno@postecert.it
060030,comune.corenoausonio.fr@messaggipec.it
060031,comune.esperia@anutel.it
060032,demograficifalvaterra@postecert.it
060033,protocollo.ferentino@pec-cap.it
060034,protocollofilettino@pec.it
060035,info@pec.comune.fiuggi.fr.it
060036,fontanaliri@pec.comunefontanaliri.fr.it
060037,comunedifontechiari@pec.it
060038,pec@pec.comune.frosinone.it
060039,comunedifumone@pec.it
060040,comune.gallinaro@pec.it
060041,protocollo@pec.comune.giulianodiroma.fr.it
060042,comuneguarcino@pec.it
060043,protocolloisoladelliri@pec.it
060044,ragioneria.msgc@pec.ancitel.it
060045,comune.morolo@pec.it
060046,protocollo.paliano@actalispec.it
060047,comunedipastena@postecert.it
060048,demografico@pec.comune.patrica.fr.it
060049,comunepescosolido@pec.wmail.it
060050,info@comunepiciniscopec.it
060051,protocollo@pec.comunedipico.it
060052,protocollopiedimontesg@pec.it
060053,info@pec.comune.piglio.fr.it
060054,comune.pignataroint.servizigenerali@certipec.it
060055,comunepofi@pec.it
060056,protocollo@pec.comunepontecorvo.it
060057,comune@postafibrenopec.it
060058,fatturelettroniche.ripi@pec.it
060059,suap.roccadarce@pec.it
060060,comune.roccasecca@legalmail.it
060061,comune.sanbiagiosaracinisco@legalmail.it
060062,statocivile.sandonatovaldicomino@legalmail.it
060063,posta@pec.comunedisangiorgioaliri.it
060064,segreteriacomunesgi@pec.it
060065,ragioneria@pec.comune.santambrogiosulgarigliano.fr.it
060066,comunesantandrea@postecert.it
060067,protocollo.santapollinare@pec.it
060068,protocollo@pec.comune.santeliafiumerapido.fr.it
060069,comunedisantopadre.fr@pec.it
060070,info@pec.comune.sanvittoredellazio.fr.it
060071,info@pec.comune.serrone.fr.it
060072,comune.settefrati@legalmail.it
060073,demografico@pec.comune.sgurgola.fr.it
060074,comunesora@pec.it
060075,comune.strangolagalli.fr@pec.it
060076,comune.supino@legalmail.it
060077,comune@pec.comuneterelle.it
060078,protocollo.torrecajetani@pec.it
060079,protocollo.torrice@pec.it
060080,demograficotrevi@pec.it
060081,comune.trivigliano@legalmail.it
060082,demografico@pec.comune.vallecorsa.fr.it
060083,suap@pec.comune.vallemaio.fr.it
060084,comune.vallerotonda.fr@pec.it
060085,protocollo.veroli@pec.it
060086,uff.amministrativo@pec.comune.vicalvi.fr.it
060087,comuneviconellazio@arcmediapec.it
060088,comunevillalatinaanagrafe@pec.it
060089,protocollo@pec.comune.villasantalucia.fr.it
060090,ragioneria@pec.comune.villasantostefano.fr.it
060091,comuneviticuso@cert-posta.it
061001,protocollo@pec.comune.ailano.ce.it
061002,protocollo@pec.comune.alife.ce.it
061003,suap.alvignano@legalmail.it
061004,pec.comunearienzo@asmepec.it
061005,postacertificata@comuneaversa.it
061006,segreteria.baiaelatina@asmepec.it
061007,protocollo.bellona@asmepec.it
061008,protocollo@pec.comune.caianello.ce.it
061009,comunecaiazzo@pec.comune.caiazzo.ce.it
061010,protocollo@pec.calvirisorta.gov.it
061011,sindaco.camigliano@asmepec.it
061012,protocollo.cancelloarnone@asmepec.it
061013,protocollo@pec.comune.capodrise.caserta.it
061014,protocollo.capriati@asmepec.it
061015,comunedicapua@pec.comunedicapua.it
061016,comune@carinaro.telecompost.it
061017,protocollo@pec.comune.carinola.ce.it
061018,protocollogenerale@cittacasagiove.legalmail.it
061019,protocollo@pec.comunecasaldiprincipe.it
061020,protocollo@pec.comune.casaluce.ce.it
061021,protocollo@pec.casapulla.gov.it
061022,postacertificata@pec.comune.caserta.it
061023,protocollo.castelcampagnano@asmepec.it
061024,aspea.casteldisasso@asmepec.it
061025,amm.castellodelmatese@asmepec.it
061026,protocollo.castelmorrone@asmepec.it
061027,cvolturno@pec.comune.castelvolturno.ce.it
061028,comune.cervino@asmepec.it
061029,protocollo@pec.comune.cesa.ce.it
061030,comune.ciorlano@asmepec.it
061031,segreteria@pec.comune.concadellacampania.ce.it
061032,protocollo@pec.comune.curti.ce.it
061033,protocollo.comune.dragoni@pec.it
061034,aspea.fontegreca@asmepec.it
061035,protocollo.formicola@asmepec.it
061036,protocollo@pec.comune.francolise.ce.it
061037,protocollo1@pec.comune.frignano.ce.it
061038,segreteria.gallomatese@asmepec.it
061039,amministrativo@pec.comune.galluccio.ce.it
061040,demo.giano@asmepec.it
061041,segreteria.comunegioiasannitica@alphapec.it
061042,ufficioprotocollo@comunedigrazzanisepec.it
061043,protocollo@pec.comune.gricignanodiaversa.ce.it
061044,letino.gov@pec.it
061045,protocollo.liberi@asmepec.it
061046,protocollo@pec.comune.lusciano.ce.it
061047,info@pec.comune.maceratacampania.ce.it
061048,prot.generale@pec.comune.maddaloni.ce.it
061049,protocollo@pec-marcianise.it
061050,comune.marzanoappio@asmepec.it
061051,prot.comune.mignano@pec.it
061052,protocollo@pec.comune.mondragone.ce.it
061053,protocollo.ortadiatella@asmepec.it
061054,comune.parete@asmepec.it
061055,segreteria.pastorano@asmepec.it
061056,protocollo@pec.monteverna.it
061057,comune.piedimontematese@asmepec.it
061058,segreteria.pietramelara@pec.it
061059,servfinpietravairano@asmepec.it
061060,serviziamministrativi.comunepignataro@legalmail.it
061061,amministrativo.pontelatone@asmepec.it
061062,protocollo@pec.comune.porticodicaserta.ce.it
061063,comune.pratasannita.ce@asmepec.it
061064,protocollo@pec.pratella.gov.it
061065,protocollo.presenzano@asmepec.it
061066,protocollo.raviscanina@pec.it
061067,comunerecale@pec.it
061068,protocollo.riardo@asmepec.it
061069,comuneroccadevandro@pec.it
061070,protocollo.roccamonfina@asmepec.it
061071,comune.roccaromana@pec.it
061072,protocollo.rocchettaecroce@asmepec.it
061073,protocollo@pec.comuneruviano.it
061074,protocollo.sancipriano@asmepec.it
061075,protocollo@pec.comune.sanfeliceacancello.ce.it
061076,comunesangregorio@pec.it
061077,protocollo.sanmarcellino@asmepec.it
061078,protocollo@pec.comune.sannicolalastrada.ce.it
061079,prot.sanpietroinfine@asmepec.it
061080,ragioneria.sanpotito@asmepec.it
061081,protocollo@pec.comune.sanprisco.caserta.it
061082,protocollo@pec.comunesantamariaavico.it
061083,protocollo@santamariacv.postecert.it
061084,protocollo.santamarialafossa@asmepec.it
061085,protocollo@pec.comune.santammaro.ce.it
061086,protocollo.santangelodalife@asmepec.it
061087,protocollo@pec.comune.santarpino.ce.it
061088,protocollogenerale@pec.sessaweb.it
061089,protocollo@pec.comunedisparanise.it
061090,affarigenerali.succivo@postecert.it
061091,ragioneria.teano@asmepec.it
061092,protocollo.teverola@pec.it
061093,segretario@pec.comune.toraepiccilli.ce.it
061094,protocollo.trentoladucenta@legalmail.it
061095,protocollo@pec.comune.vairano-patenora.ce.it
061096,valle.finanze@asmepec.it
061097,protocollo.vallemaddaloni@pcert.it
061098,ragioneria.villadibriano@asmepec.it
061099,affarigenerali.villaliterno@asmepec.it
061100,protocollo.vitulazio@asmepec.it
061101,affarigenerali.falcianodelmassico@asmepec.it
061102,comune.cellole@asmepec.it
061103,comune.casapesenna@pec.it
061104,protocollo@pec.comune.sanmarcoevangelista.ce.it
062001,airola@pec.cstsannio.it
062002,protocollo@pec.comune.amorosi.bn.it
062003,protocollo@pec.comune.apice.bn.it
062004,apollosa@pec.cstsannio.it
062005,comune.arpaia@asmepec.it
062006,comunearpaise@asmepec.it
062007,comune.baselice@asmepec.it
062008,protocollogenerale@pec.comunebn.it
062009,protocollo@pec.comune.bonea.bn.it
062010,protocollo.bucciano@asmepec.it
062011,utc@pec.comune.buonalbergo.bn.it
062012,protocollo@pec.comune.calvi.bn.it
062013,protocollo@pec.comunecampolattaro.it
062014,campolimt@pec.it
062015,tecnico.casalduni@asmepec.it
062016,protocollo.castelfrancoinmiscano@asmepec.it
062017,protocollo@pec.comune.castelpagano.bn.gov.it
062018,castelpoto@pec.cstsannio.it
